Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,4.99,,1.67
12M 2008,38.33,126.51,17.0,147.84,9.52,,2.89,,6.5,,1.56,,6.96,,1.35
12M 2009,39.24,151.21,18.25,172.2,9.3,,2.41,,5.17,,1.2,,6.76,,1.41
12M 2010,34.72,165.15,23.72,176.15,10.51,25.09,2.21,3.85,3.82,6.77,0.98,1.69,2.77,2.77,1.77
12M 2011,34.82,149.36,32.56,151.62,10.48,8.01,2.44,2.3,3.57,3.31,0.92,0.85,4.47,4.47,1.44
12M 2012,49.67,114.3,39.81,124.16,7.35,6.07,3.19,3.27,3.43,3.22,0.96,0.93,14.74,14.95,1.12
12M 2013,51.36,95.09,35.75,110.7,7.11,7.35,3.84,3.73,2.87,2.46,0.95,0.88,-48.56,-48.56,0.96
12M 2014,50.74,98.84,37.87,111.71,7.19,7.23,3.69,3.56,1.93,1.81,0.76,0.73,-5.27,-5.27,0.75
12M 2015,61.96,116.61,46.37,132.2,5.89,5.5,3.13,3.37,0.77,0.54,0.42,0.34,-2.27,-2.27,0.61
12M 2016,54.73,138.45,52.82,140.36,6.67,7.45,2.64,2.58,0.55,0.54,0.34,0.35,-5.86,-5.86,0.81
12M 2017,49.17,143.98,65.24,127.91,7.42,6.87,2.54,2.69,0.57,0.55,0.36,0.35,-4.21,-4.21,0.75
12M 2018,43.83,116.34,53.55,106.62,8.33,7.6,3.14,3.07,0.65,0.61,0.42,0.4,-2.81,-2.81,0.62
12M 2019,54.37,104.38,59.14,99.61,6.71,7.0,3.5,4.65,0.57,0.58,0.37,0.38,-0.81,-0.81,0.29
12M 2020,55.98,68.68,56.67,67.99,6.52,6.37,5.31,5.99,0.72,0.67,0.42,0.41,178.3,178.3,1.01
12M 2021,40.15,55.16,38.2,57.11,9.09,7.7,6.62,5.15,1.19,1.2,0.59,0.56,-4.13,-4.13,0.65
12M 2022,36.67,57.52,47.03,47.16,9.95,9.01,6.35,6.0,1.36,1.34,0.65,0.63,-1.61,-1.61,0.45
12M 2023,52.96,73.48,70.75,55.69,6.89,7.4,4.97,4.99,0.99,0.99,0.48,0.5,-0.96,-0.96,0.31
12M 2024,65.39,106.39,94.48,77.3,5.58,7.05,3.43,3.83,0.65,0.65,0.33,0.34,-0.6,-0.6,0.29
