Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,0.00 B,158260.00,0.00,0.00,,2.85%,6.24%,26.31%,3.07
12M 2008,0.00 B,231804.50,0.00,0.00,,3.02%,8.52%,22.85%,4.19
12M 2009,0.00 B,248102.00,0.00,0.00,,3.88%,8.55%,4.64%,0.68
12M 2010,15.78 B,67.25,17.71,1.26,,6.03%,11.41%,16.70%,5.66
12M 2011,15.78 B,64.98,12.82,0.73,,4.76%,10.07%,10.82%,4.08
12M 2012,15.78 B,-12.53,-50.68,0.45,,-0.80%,-1.86%,1.23%,0.39
12M 2013,15.78 B,-10.81,-45.42,0.30,,-0.59%,-1.36%,-0.09%,-0.02
12M 2014,15.78 B,-118.15,-4.08,0.33,,-5.77%,-17.05%,-5.86%,-1.37
12M 2015,15.78 B,-271.68,-1.07,0.26,,-8.39%,-17.44%,-10.75%,-2.08
12M 2016,19.35 B,-118.10,-6.52,0.83,,-4.32%,-9.23%,0.17%,0.03
12M 2017,19.35 B,-56.55,-7.50,0.42,,-1.96%,-4.34%,1.84%,0.51
12M 2018,19.35 B,-55.11,-7.29,0.31,795.93 B,-1.71%,-4.07%,-0.12%,-0.03
12M 2019,19.35 B,-368.28,-0.83,0.29,"(5,439.15 B)",-15.59%,-128.60%,-25.33%,-2.99
12M 2020,19.35 B,17.84,23.99,0.42,"3,208.30 B",0.70%,4.96%,10.01%,1.20
12M 2021,19.35 B,32.87,12.53,0.26,"1,678.75 B",1.18%,7.86%,2.93%,0.52
12M 2022,19.35 B,14.97,21.78,0.19,"1,099.25 B",0.59%,3.13%,2.29%,0.20
12M 2023,19.35 B,-102.67,-1.38,0.12,245.11 B,-4.52%,-24.37%,-1.09%,-0.06
12M 2024,19.35 B,-126.75,-0.80,0.13,768.19 B,-5.24%,-38.62%,3.92%,0.17
