Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,9.67,2.95,0.0,1.52,0.0,0.0,-0.11,0.0,0.52
12M 2016,42.34,28.19,0.0,1.37,0.0,0.0,-0.24,0.0,0.37
12M 2017,16.34,9.48,0.0,1.37,0.0,0.0,-0.33,0.0,0.37
12M 2018,14.56,7.26,0.02,1.34,0.0,0.0,-0.24,0.01,0.35
12M 2019,16.0,7.52,0.01,1.2,0.0,0.0,-0.17,0.01,0.2
12M 2020,32.21,19.8,0.0,1.18,0.0,0.0,-0.44,0.0,0.18
12M 2021,29.11,23.34,0.0,1.14,0.0,0.0,-0.66,0.0,0.14
12M 2022,29.28,20.64,0.0,1.1,0.0,0.0,-0.54,0.0,0.1
12M 2023,105.77,62.7,0.0,1.07,0.0,0.0,-0.36,0.0,0.07
12M 2024,91.71,62.16,0.0,1.07,0.0,0.0,-0.48,0.0,0.07
