Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.9,0.59,3.17,7.02,0.8,0.11,3.1,0.45,6.02
12M 2012,0.86,0.53,1.28,3.38,0.0,0.0,1.25,0.38,2.38
12M 2013,0.82,0.54,0.79,2.88,0.0,0.0,0.65,0.27,1.88
12M 2014,0.82,0.51,1.0,2.82,0.0,0.0,0.93,0.35,1.82
12M 2015,1.62,1.35,0.45,1.81,0.0,0.0,0.07,0.25,0.81
12M 2016,1.54,1.2,0.4,1.7,0.0,0.0,0.21,0.24,0.69
12M 2017,1.65,1.3,0.28,1.6,0.0,0.0,0.11,0.17,0.59
12M 2018,1.5,1.11,0.27,1.66,0.0,0.0,0.16,0.16,0.65
12M 2019,1.35,1.03,0.42,1.79,0.0,0.0,0.32,0.23,0.76
12M 2020,1.19,0.87,0.74,2.1,0.0,0.0,0.67,0.35,1.07
12M 2021,1.51,1.13,0.73,2.05,0.0,0.0,0.66,0.36,1.03
12M 2022,0.87,0.64,1.58,3.19,0.0,0.0,1.45,0.49,2.14
12M 2023,0.83,0.62,1.21,3.01,0.0,0.0,1.11,0.4,1.96
12M 2024,0.73,0.52,1.08,2.73,0.0,0.0,1.01,0.4,1.73
