Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,0.00 B,484000.00,0.00,0.00,,3.19%,10.78%,25.41%,2.37
12M 2013,0.00 B,782969.23,0.00,0.00,,3.84%,11.05%,25.59%,3.26
12M 2014,0.00 B,866625.00,0.00,0.00,,5.58%,15.73%,28.34%,3.08
12M 2015,1.43 B,184.12,20.86,1.52,,8.19%,14.82%,31.79%,4.82
12M 2016,1.43 B,126.42,23.97,1.24,,5.50%,9.36%,12.00%,2.66
12M 2017,1.43 B,77.29,27.43,0.96,,3.41%,5.47%,8.86%,2.65
12M 2018,1.43 B,105.10,26.64,1.11,282.23 B,4.18%,6.95%,10.66%,4.24
12M 2019,1.43 B,364.31,9.42,1.05,522.11 B,11.08%,19.89%,16.94%,5.33
12M 2020,1.43 B,79.59,34.18,0.97,310.35 B,2.16%,4.53%,6.91%,1.52
12M 2021,1.43 B,75.56,26.87,0.73,275.20 B,2.02%,4.15%,2.98%,0.65
12M 2022,1.43 B,-669.92,-2.29,0.60,(570.34 B),-20.47%,-65.30%,-23.56%,-4.48
12M 2023,1.43 B,49.32,25.65,0.44,415.99 B,1.52%,4.56%,8.21%,1.29
12M 2024,1.43 B,60.62,19.80,0.39,423.98 B,1.92%,5.26%,9.06%,1.51
