Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.28,1.02,1.47,2.8,0.0,0.0,1.33,0.52,1.8
12M 2014,1.06,0.83,20.63,29.19,0.0,0.0,18.31,0.71,28.19
12M 2015,0.3,0.23,10.36,15.3,0.0,0.0,9.62,0.68,14.3
12M 2016,2.31,1.69,17.7,25.3,0.0,0.0,16.29,0.7,24.3
12M 2017,0.22,0.15,-10.51,-12.29,-0.0,0.0,-10.29,0.85,-13.29
12M 2018,0.17,0.11,-3.38,-3.43,-0.0,0.0,-3.3,0.99,-4.43
12M 2019,3.63,2.1,3.65,8.89,0.0,0.0,3.31,0.41,7.89
12M 2020,8.28,3.86,0.01,2.65,0.0,0.0,-0.09,0.01,1.65
12M 2021,3.78,2.09,0.05,2.73,0.0,0.0,-0.05,0.02,1.73
12M 2022,4.64,2.89,0.08,3.96,0.0,0.0,-0.26,0.02,2.96
12M 2023,4.63,2.98,0.06,3.96,0.0,0.0,-0.07,0.02,2.96
12M 2024,5.02,3.17,0.08,3.84,0.0,0.0,-0.1,0.02,2.84
