Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,480 B,(165 B),315 B,93.49
12M 2014,(212 B),(20 B),(231 B),-68.67
12M 2015,(239 B),(23 B),(262 B),-77.69
12M 2016,71 B,(13 B),58 B,17.15
12M 2017,(42 B),(12 B),(54 B),-16.16
12M 2018,490 B,(169 B),321 B,95.09
12M 2019,522 B,(214 B),307 B,91.16
12M 2020,427 B,(88 B),339 B,85.63
12M 2021,450 B,(79 B),371 B,93.71
12M 2022,522 B,(54 B),467 B,118.00
12M 2023,26 B,(83 B),(57 B),-14.41
12M 2024,192 B,(19 B),172 B,43.51
