Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,3.37 B,186.49,2.09,0.32,,16.66%,29.96%,72.20%,69.74
12M 2014,3.37 B,-114.05,-8.24,18.87,,-13.64%,-23.00%,-2.01%,-1.11
12M 2015,3.37 B,-101.17,-9.29,227.89,,-12.20%,-26.39%,-3.88%,-2.05
12M 2016,3.37 B,-78.63,-11.45,6.24,,-9.72%,-27.51%,-0.91%,-0.31
12M 2017,3.37 B,14.15,50.18,3.30,,1.78%,5.21%,2.88%,0.81
12M 2018,3.37 B,196.18,9.38,3.10,416.40 B,20.23%,44.08%,20.20%,4.40
12M 2019,3.37 B,195.15,8.97,1.51,766.71 B,17.04%,32.65%,30.71%,10.43
12M 2020,3.96 B,164.11,18.16,2.72,838.61 B,15.70%,18.81%,24.22%,40.54
12M 2021,3.96 B,143.51,22.44,2.79,475.92 B,13.20%,15.48%,9.91%,76.64
12M 2022,3.96 B,188.07,20.58,2.69,200.65 B,12.83%,15.28%,2.07%,32.07
12M 2023,3.96 B,181.46,11.63,2.54,411.66 B,11.55%,13.01%,5.92%,17.40
12M 2024,3.96 B,628.63,5.82,6.07,652.85 B,31.34%,32.66%,8.40%,30.20
