Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,4.0,4.0,1.91
12M 2014,453.62,2195.34,670.52,1978.44,0.8,,0.17,0.18,0.17,0.18,0.05,0.06,0.43,0.43,1.52
12M 2015,182.5,19233.32,443.53,18972.29,2.0,2.0,0.02,0.02,0.02,0.02,,0.01,-0.06,-0.06,0.75
12M 2016,71.44,586.74,40.68,617.5,5.11,3.12,0.62,0.63,0.7,0.8,0.18,0.18,4.28,4.28,1.16
12M 2017,103.65,423.16,67.36,459.45,3.52,4.54,0.86,0.86,1.4,1.56,0.27,0.28,-1.12,-1.12,0.54
12M 2018,33.09,144.54,51.18,126.45,11.03,13.14,2.53,3.0,4.04,4.13,0.67,0.62,-2.74,-2.74,0.47
12M 2019,22.87,74.61,69.17,28.31,15.96,12.42,4.89,4.85,6.15,5.7,1.09,0.99,-8.49,-8.49,0.68
12M 2020,25.76,95.86,72.66,48.96,14.17,17.73,3.81,3.16,6.02,5.86,1.09,1.02,6.71,6.71,2.08
12M 2021,27.58,91.27,51.02,67.83,13.23,15.2,4.0,3.94,6.43,6.49,1.08,1.09,6.82,6.82,2.21
12M 2022,25.5,66.02,43.45,48.07,14.32,31.9,5.53,9.48,8.38,17.12,1.13,1.96,8.24,8.24,1.81
12M 2023,30.62,122.62,53.53,99.71,11.92,15.9,2.98,2.82,5.23,5.71,0.55,0.57,4.34,4.34,2.22
12M 2024,28.74,204.25,44.47,188.52,12.7,13.1,1.79,1.74,4.29,4.64,0.34,0.32,1.02,1.02,9.99
