Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.32,430.61,0.32,430.61,,,,,
12M 2009,0.48,449.42,0.48,449.42,,,,,
12M 2010,0.53,715.65,0.53,715.65,,,,,
12M 2011,1.18,651.77,1.18,651.77,,,,,
12M 2012,1.83,1001.05,1.83,1001.05,,,,,
12M 2013,3.23,1314.92,3.23,1314.92,,,,,
12M 2014,3.18,1964.56,3.18,1964.56,,,,,
12M 2015,4.05,1968.97,4.05,1968.97,,,,,
12M 2016,3.48,1984.75,3.48,1984.75,,,,,
12M 2017,3.27,2215.34,3.27,2215.34,,,,,
12M 2018,3.25,2149.33,3.25,2149.33,,,,,
12M 2019,3.45,2019.33,3.45,2019.33,,,,,
12M 2020,2.50,2234.45,2.50,2234.45,,,,,
12M 2021,2.40,2435.60,2.40,2435.60,,,,,
12M 2022,2.76,2424.96,2.76,2424.96,,,,,
12M 2023,2.32,2494.83,2.32,2494.83,,,,,
12M 2024,1.51,2511.30,1.51,2511.30,,,,,
