Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.28 B,51.06,2.68,0.15,,3.34%,11.86%,0.24%,
12M 2009,0.28 B,94.43,2.30,0.18,,5.03%,21.01%,1.35%,
12M 2010,0.28 B,164.17,2.29,0.24,,5.36%,22.94%,2.00%,
12M 2011,0.62 B,141.14,5.46,0.89,,7.92%,21.66%,3.58%,
12M 2012,0.62 B,191.19,9.57,1.74,,6.61%,19.10%,4.18%,
12M 2013,0.62 B,244.00,17.42,3.37,,7.03%,18.56%,4.34%,
12M 2014,0.62 B,277.46,22.53,3.78,,6.42%,14.12%,1.43%,
12M 2015,0.62 B,432.60,18.44,4.44,,9.43%,21.97%,0.59%,
12M 2016,0.62 B,279.44,24.69,3.56,,6.17%,14.08%,2.86%,
12M 2017,0.62 B,259.05,27.99,4.04,,5.42%,11.69%,1.13%,
12M 2018,0.62 B,111.32,62.66,4.10,(100.86 B),2.39%,5.18%,-3.74%,
12M 2019,0.62 B,140.98,49.48,4.76,(67.87 B),3.39%,6.98%,-2.80%,
12M 2020,0.62 B,222.62,25.04,4.55,50.60 B,5.58%,9.96%,1.64%,
12M 2021,0.62 B,253.48,23.08,5.52,81.63 B,6.30%,10.41%,2.91%,
12M 2022,0.62 B,146.82,45.63,6.37,4.07 B,3.69%,6.05%,-0.28%,
12M 2023,0.62 B,136.24,42.57,5.54,(79.79 B),3.17%,5.46%,-3.51%,
12M 2024,0.62 B,128.96,29.47,3.09,(65.38 B),2.91%,5.14%,-2.80%,
