Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,0.00 B,-1246510.32,-0.00,0.00,,-5.31%,-34.00%,-26.78%,-77.10
12M 2013,0.00 B,-660470.04,-0.00,0.00,,-2.44%,-21.97%,87.44%,203.99
12M 2014,0.00 B,304992.38,0.00,0.00,,12.62%,21.01%,54.02%,237.17
12M 2015,2.34 B,41.68,28.67,3.26,,10.63%,12.84%,22.94%,248.10
12M 2016,2.34 B,46.29,17.39,2.12,,11.56%,13.32%,16.20%,887.83
12M 2017,2.34 B,39.60,24.87,2.20,,7.81%,14.18%,16.42%,6.18
12M 2018,2.34 B,32.05,30.27,1.91,175.04 B,5.72%,11.21%,13.48%,4.22
12M 2019,2.34 B,21.27,39.49,1.63,132.14 B,3.94%,7.21%,9.48%,77.50
12M 2020,2.34 B,-23.85,-33.12,2.35,19.35 B,-5.00%,-8.86%,-2.27%,-8.56
12M 2021,2.34 B,28.71,28.74,1.64,,4.92%,9.19%,11.53%,91.78
12M 2022,2.34 B,33.91,21.97,1.23,171.36 B,5.66%,10.11%,8.42%,82.03
12M 2023,2.34 B,47.49,15.48,1.18,216.00 B,8.28%,13.80%,16.25%,147.37
12M 2024,2.34 B,40.38,32.19,2.07,197.23 B,6.74%,11.55%,14.26%,125.13
