Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,,,0.68
12M 2012,55.22,98.97,217.69,-63.5,6.61,,3.69,,2.44,,1.12,,-3.55,,0.62
12M 2013,56.05,111.1,261.24,-94.09,6.51,,3.29,,2.97,,1.17,,-3.7,,0.66
12M 2014,57.81,135.05,223.03,-30.17,6.31,,2.7,,2.74,,1.12,,7.28,,1.39
12M 2015,60.58,157.52,94.57,123.53,6.03,6.05,2.32,2.38,2.07,2.07,0.94,0.92,2.28,2.28,4.39
12M 2016,55.55,143.14,25.2,173.49,6.57,6.31,2.55,2.51,2.1,2.09,0.96,0.96,2.06,2.06,7.68
12M 2017,52.93,131.68,25.6,159.01,6.9,6.3,2.77,2.6,2.02,1.72,0.99,0.89,2.85,2.85,3.13
12M 2018,52.99,136.43,33.16,156.26,6.89,6.16,2.68,2.5,1.93,1.91,0.95,0.91,4.22,4.22,1.8
12M 2019,55.71,142.72,38.56,159.87,6.55,6.38,2.56,2.61,1.98,2.01,0.94,0.95,4.09,4.09,2.01
12M 2020,74.05,180.88,42.14,212.79,4.93,5.94,2.02,2.14,1.35,1.37,0.66,0.69,4.46,4.46,1.61
12M 2021,53.1,135.66,35.71,153.05,6.87,5.85,2.69,2.54,1.96,1.9,0.95,0.89,5.28,5.28,1.53
12M 2022,60.53,123.14,35.98,147.69,6.03,5.71,2.96,2.94,2.29,2.34,1.02,1.02,5.03,5.03,1.64
12M 2023,58.33,130.68,32.49,156.52,6.26,6.92,2.79,2.72,2.46,2.42,1.07,1.07,4.33,4.33,1.94
12M 2024,56.44,124.36,28.03,152.77,6.47,5.88,2.94,3.15,2.53,2.59,1.07,1.07,4.14,4.14,1.88
