Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.56,1.56,1.32,2.93,0.16,0.05,1.02,0.45,1.93
12M 2014,1.44,1.44,1.27,3.08,0.0,0.0,0.97,0.41,2.08
12M 2015,2.05,2.05,0.48,1.77,0.0,0.0,0.26,0.27,0.77
12M 2016,5.28,5.28,0.07,1.2,0.0,0.0,-0.22,0.05,0.2
12M 2017,4.12,4.12,0.41,1.73,0.0,0.0,0.38,0.24,0.67
12M 2018,5.51,5.51,0.32,1.55,0.0,0.0,0.21,0.21,0.51
12M 2019,3.12,3.11,0.19,1.48,0.0,0.0,0.15,0.13,0.45
12M 2020,6.17,6.15,0.34,1.65,0.0,0.0,0.16,0.2,0.63
12M 2021,6.94,6.68,0.18,1.85,0.0,0.0,-0.0,0.1,0.47
12M 2022,11.56,11.56,2.76,4.48,0.0,0.0,1.35,0.62,3.2
12M 2023,5.96,5.96,4.15,5.65,0.0,0.0,-0.7,0.73,4.88
12M 2024,3.75,3.75,6.53,7.32,0.0,0.0,6.42,0.89,7.59
