Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2014,0.01 B,1777.04,0.00,0.00,,9.80%,30.24%,55.06%,4.41
12M 2015,0.46 B,70.49,0.00,0.00,,20.61%,36.50%,58.82%,6.79
12M 2016,0.53 B,81.10,12.70,4.85,,20.20%,24.31%,41.45%,19.29
12M 2017,0.53 B,59.89,21.71,5.25,,9.90%,17.17%,20.20%,11.55
12M 2018,5.25 B,1.08,238.89,45.56,12.32 B,1.67%,2.59%,3.22%,6.37
12M 2019,5.25 B,6.49,29.28,6.66,52.27 B,9.60%,14.25%,15.68%,8.49
12M 2020,5.25 B,-8.55,-10.53,6.49,(12.63 B),-14.16%,-23.33%,-7.18%,-4.76
12M 2021,5.25 B,-3.76,-126.60,35.89,(15.44 B),-6.00%,-11.09%,-7.68%,-10.26
12M 2022,5.25 B,-7.91,-16.18,9.81,(86.70 B),-7.01%,-31.39%,-21.72%,-36.96
12M 2023,5.25 B,-9.01,-5.55,3.05,(74.45 B),-9.87%,-55.70%,-18.66%,-40.41
12M 2024,5.25 B,-3.74,-13.37,2.69,(37.86 B),-4.88%,-35.76%,-15.24%,-39.43
