Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.21 B,3.53,96.32,3.56,,0.80%,2.13%,15.60%,1.55
12M 2009,3.21 B,9.33,15.01,1.47,,2.26%,5.33%,7.78%,1.70
12M 2010,3.21 B,10.26,13.16,1.40,,2.78%,5.54%,7.62%,2.39
12M 2011,3.21 B,11.40,13.68,1.28,,2.96%,5.83%,10.05%,4.90
12M 2012,4.28 B,12.62,7.92,1.20,,4.12%,7.98%,11.30%,6.50
12M 2013,4.28 B,23.08,6.54,1.24,,7.41%,12.89%,16.75%,5.87
12M 2014,4.28 B,20.93,14.29,2.26,,5.90%,10.57%,13.05%,4.36
12M 2015,4.28 B,21.09,9.44,2.05,,5.73%,9.80%,7.83%,2.75
12M 2016,4.28 B,10.17,17.99,1.82,,2.77%,4.63%,5.49%,1.75
12M 2017,4.28 B,7.45,13.83,1.20,,2.12%,3.33%,3.95%,1.41
12M 2018,4.28 B,8.67,12.69,1.08,93.49 B,2.41%,3.73%,6.25%,2.67
12M 2019,4.28 B,11.44,6.64,0.82,98.18 B,2.87%,4.72%,6.29%,2.57
12M 2020,4.28 B,6.96,10.78,0.99,84.14 B,1.72%,3.02%,5.21%,2.00
12M 2021,4.28 B,12.12,7.18,0.83,101.10 B,2.94%,4.97%,6.65%,2.69
12M 2022,4.28 B,17.65,5.61,1.14,130.95 B,4.24%,6.78%,9.00%,5.38
12M 2023,4.28 B,20.89,4.50,0.87,164.71 B,4.57%,7.46%,10.62%,5.68
12M 2024,4.28 B,29.02,2.93,0.70,180.20 B,6.29%,9.56%,10.52%,5.47
