Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,-26.39,,0.91
12M 2009,24.39,44.34,45.5,23.23,14.96,16.67,8.23,8.95,12.1,10.57,1.3,1.36,-34.32,-34.32,0.93
12M 2010,21.8,43.71,42.96,22.55,16.74,14.36,8.35,7.75,14.76,13.87,1.68,1.51,41.06,41.06,1.06
12M 2011,24.5,52.21,46.24,30.47,14.9,13.56,6.99,6.91,11.43,,1.51,1.33,7.92,7.92,1.37
12M 2012,29.37,66.52,44.4,51.49,12.43,10.01,5.49,4.5,8.19,7.15,1.3,1.14,10.69,10.69,1.23
12M 2013,36.43,86.94,41.4,81.97,10.02,9.16,4.2,4.33,5.98,5.48,1.01,0.93,21.9,21.9,1.09
12M 2014,42.16,85.32,40.2,87.28,8.66,7.86,4.28,4.69,4.63,4.41,0.85,0.83,50.55,50.55,1.03
12M 2015,46.75,73.52,41.9,78.37,7.81,8.04,4.96,4.83,3.93,3.78,0.75,0.71,-21.46,-21.46,0.94
12M 2016,48.16,70.02,40.59,77.59,7.58,7.61,5.21,5.55,3.56,3.59,0.6,0.58,-15.76,-15.76,0.92
12M 2017,46.4,66.36,46.08,66.68,7.87,6.9,5.5,5.01,3.62,3.46,0.54,0.53,-6.2,-6.2,0.84
12M 2018,46.45,81.14,69.53,58.06,7.86,6.96,4.5,4.38,2.99,2.52,0.48,0.45,-3.54,-3.54,0.77
12M 2019,42.6,79.08,60.93,60.75,8.57,8.05,4.62,5.47,2.03,1.73,0.43,0.42,-3.88,-3.88,0.77
12M 2020,46.36,87.93,47.89,86.4,7.87,7.25,4.15,3.62,1.14,1.11,0.33,0.32,-2.6,-2.6,0.76
12M 2021,37.75,79.69,53.43,64.01,9.67,8.36,4.58,4.59,1.2,1.19,0.39,0.38,-2.54,-2.54,0.72
12M 2022,38.3,76.47,60.91,114.77,9.53,7.73,4.77,4.65,1.48,1.46,0.47,0.46,-3.4,-3.4,0.75
12M 2023,46.82,87.95,62.62,72.16,7.8,6.55,4.15,3.96,1.53,1.5,0.48,0.47,-7.63,-7.63,0.87
12M 2024,56.58,101.96,62.55,95.99,6.45,5.97,3.58,3.6,1.42,1.37,0.45,0.43,-221.31,-221.31,1.0
