Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.91,0.71,13.99,19.45,0.0,0.0,12.71,0.72,17.78
12M 2009,0.93,0.68,7.4,11.65,0.0,0.0,6.4,0.64,10.16
12M 2010,1.06,0.7,3.44,6.32,0.0,0.0,3.05,0.54,5.06
12M 2011,1.37,0.92,1.01,2.76,0.0,0.0,0.66,0.37,1.67
12M 2012,1.23,0.74,1.67,3.39,0.0,0.0,1.45,0.49,2.29
12M 2013,1.09,0.67,2.14,3.81,0.0,0.0,1.95,0.56,2.67
12M 2014,1.03,0.74,2.36,4.11,0.0,0.0,2.16,0.58,2.93
12M 2015,0.94,0.72,2.67,4.42,0.0,0.0,2.44,0.6,3.23
12M 2016,0.92,0.77,2.94,4.55,0.0,0.0,2.66,0.65,3.36
12M 2017,0.84,0.68,2.28,3.82,0.0,0.0,2.12,0.6,2.69
12M 2018,0.77,0.59,2.77,4.49,0.0,0.0,2.65,0.62,3.36
12M 2019,0.77,0.65,3.7,5.52,0.0,0.0,3.53,0.67,4.35
12M 2020,0.76,0.63,2.83,4.47,0.0,0.0,2.56,0.63,3.3
12M 2021,0.72,0.57,2.88,4.63,0.0,0.0,2.61,0.62,3.46
12M 2022,0.75,0.59,3.03,4.85,0.0,0.0,2.64,0.62,3.65
12M 2023,0.87,0.65,3.02,4.79,0.0,0.0,2.75,0.63,3.62
12M 2024,1.0,0.75,3.28,5.04,0.0,0.0,3.05,0.65,3.85
