Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,-2.37,,0.15
12M 2009,,30.91,7.92,22.99,,,11.81,,0.93,,0.44,,-2.48,,0.23
12M 2010,,,,,,,,,,,,,,,0.14
12M 2011,136.03,,,136.03,2.68,,,,0.12,,0.06,,-0.09,,0.11
12M 2012,6.64,,,6.64,54.97,,,,8.2,,0.12,,8.8,,1.31
12M 2013,51.26,,,51.26,7.12,,,,18.55,,0.01,,0.21,,16.91
12M 2014,62.36,,,62.36,5.85,,,,17.5,,,,0.2,,67.78
12M 2015,96.99,,,96.99,3.76,,,,10.71,,,,0.08,,62.22
12M 2016,101.49,,,101.49,3.6,,,,22.97,,,,0.1,,5.15
12M 2017,125.77,,,125.77,2.9,,,,65.21,,,,0.46,,1.73
12M 2018,308.4,,,308.4,1.18,,,,39.71,,,,0.63,,1.12
12M 2019,102.75,,,102.75,3.55,,,,21.25,,,,-0.61,,0.92
12M 2020,,,,,,,,,,,,,,,1.05
12M 2021,,,,,,,,,4.74,5.98,,,-0.34,-0.34,0.33
12M 2022,,,,,,,,,13.28,38.38,,,-0.15,-0.15,0.2
12M 2023,,,,,,91.06,,,863.88,1248.83,,,-0.36,-0.36,0.43
12M 2024,,,160.09,-160.09,,,,,0.11,0.11,,,-0.91,-0.91,0.63
