Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.03 B,-62.54,-8.95,1.41,,-9.41%,-36.11%,-43.12%,
12M 2009,0.03 B,62.87,15.91,4.24,,15.50%,24.60%,-35.28%,
12M 2010,0.03 B,-105.47,-3.65,0.00,,-28.89%,-84.41%,-42.12%,
12M 2011,0.03 B,-56.44,-7.97,22.59,,-16.15%,-56.57%,-61.28%,-736.80
12M 2012,0.03 B,4300.72,0.35,2.41,,43.67%,44.70%,6.43%,1564.76
12M 2013,0.03 B,9366.75,1.48,96.21,,43.47%,43.56%,-0.40%,-747.67
12M 2014,0.03 B,11506.51,1.21,103.51,,34.40%,34.41%,-0.18%,-533.67
12M 2015,0.03 B,9561.21,1.45,264.33,,20.37%,20.37%,-0.20%,-1668.31
12M 2016,0.68 B,802.51,2.10,637.03,,30.62%,30.69%,-0.10%,-1274.51
12M 2017,0.68 B,271.84,2.91,376.22,,11.00%,11.03%,-0.11%,-1164.28
12M 2018,0.68 B,228.74,3.61,1625.96,(3.06 B),7.99%,8.00%,-0.17%,-2187.20
12M 2019,0.87 B,191.90,2.81,2769.73,(2.37 B),8.13%,8.14%,-0.12%,-1952.02
12M 2021,0.87 B,201.50,3.72,223.17,1.42 B,6.71%,7.13%,0.04%,71.66
12M 2022,1.00 B,456.98,1.78,276.11,1.16 B,13.36%,13.97%,0.02%,229.56
12M 2023,1.00 B,33.37,20.68,183.97,1.31 B,0.95%,1.02%,0.02%,21.88
12M 2024,1.00 B,27.84,25.86,45.91,9.44 B,0.69%,0.81%,0.24%,748.94
