Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.89,98.61,1.89,98.61,,,,,
12M 2009,1.34,101.78,1.34,101.78,,,,,
12M 2010,1.96,81.12,1.96,81.12,,,,,
12M 2011,1.18,96.08,1.18,96.08,,,,,
12M 2012,1.37,102.80,1.37,102.80,,,,,
12M 2013,1.02,112.32,1.02,112.32,,,,,
12M 2014,0.82,121.33,0.82,121.33,,,,,
12M 2015,0.81,117.81,0.81,117.81,,,,,
12M 2016,3.03,126.34,3.03,126.34,,,,,
12M 2017,3.02,173.69,3.02,173.69,,,,,
12M 2018,1.50,207.29,1.50,207.29,,,,,
12M 2019,0.94,209.98,0.94,209.98,,,,,
12M 2020,5.15,200.89,5.15,200.89,,,,,
12M 2021,16.75,108.05,16.79,107.79,,,,,
12M 2022,2.95,136.99,2.96,136.33,,,,,
12M 2023,2.24,138.25,2.27,136.39,,,,,
12M 2024,1.66,139.58,1.69,137.08,,,,,
