Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.16,0.67,0.0,1.47,0.0,0.0,-0.02,0.0,0.47
12M 2009,2.35,0.86,0.07,1.38,0.0,0.0,0.04,0.05,0.38
12M 2010,2.08,0.74,0.05,1.46,0.0,0.0,0.04,0.04,0.46
12M 2011,2.13,0.82,0.0,1.46,0.0,0.0,-0.03,0.0,0.46
12M 2012,2.12,0.81,0.04,1.48,0.0,0.0,0.02,0.03,0.48
12M 2013,1.69,0.6,0.08,1.72,0.0,0.0,0.07,0.05,0.72
12M 2014,1.55,0.56,0.12,1.81,0.0,0.0,0.11,0.06,0.81
12M 2015,2.47,1.13,0.02,1.45,0.0,0.0,-0.04,0.01,0.45
12M 2016,2.57,1.01,0.02,1.44,0.0,0.0,0.0,0.01,0.44
12M 2017,2.46,0.8,0.01,1.48,0.0,0.0,-0.0,0.01,0.48
12M 2018,2.93,0.99,0.03,1.38,0.0,0.0,0.02,0.02,0.38
12M 2019,3.31,1.23,0.04,1.32,0.0,0.0,0.03,0.03,0.32
12M 2020,1.38,0.61,0.0,1.62,0.0,0.0,-0.12,0.0,0.62
12M 2021,1.51,0.43,0.03,1.53,0.0,0.0,0.02,0.02,0.53
12M 2022,1.03,0.22,0.19,2.26,0.0,0.0,0.19,0.09,1.26
12M 2023,0.89,0.25,0.98,4.44,0.0,0.0,0.92,0.22,3.45
