Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.01 B,12120.21,1.69,0.49,,39.20%,57.69%,39.13%,46.99
12M 2009,0.01 B,4075.43,8.83,0.78,,12.71%,17.58%,24.93%,15.14
12M 2010,0.01 B,4690.39,14.41,1.36,,12.59%,18.39%,26.73%,19.97
12M 2011,0.01 B,4355.01,12.63,1.05,,10.96%,15.97%,22.42%,31.17
12M 2012,0.01 B,5334.11,11.25,1.04,,12.08%,17.90%,25.89%,87.82
12M 2013,1.30 B,34.13,31.06,1.53,,6.52%,11.18%,15.77%,37.23
12M 2014,1.30 B,54.45,20.29,1.42,,9.13%,16.49%,23.40%,23.59
12M 2015,1.30 B,99.63,9.03,1.14,,16.29%,23.67%,6.49%,5.46
12M 2016,1.30 B,32.49,24.32,1.03,,5.25%,7.58%,11.29%,67.97
12M 2017,1.30 B,41.27,13.81,0.76,,6.27%,9.26%,13.12%,58.95
12M 2018,1.30 B,52.27,11.48,0.79,121.67 B,7.75%,10.67%,13.71%,31.65
12M 2019,1.30 B,18.03,36.61,0.92,71.98 B,2.72%,3.59%,5.52%,16.14
12M 2020,1.30 B,-136.74,-4.64,1.80,(103.06 B),-22.93%,-37.19%,-36.58%,-16.75
12M 2021,1.30 B,-39.39,-12.49,1.46,35.72 B,-7.85%,-11.99%,-14.99%,-12.32
12M 2022,1.30 B,-81.47,-6.38,1.05,36.72 B,-14.63%,-33.10%,-15.82%,-8.60
12M 2023,1.30 B,-146.37,-0.96,0.30,(45.86 B),-32.49%,-144.34%,-52.81%,-10.62
