Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.02 B,9554.96,0.00,0.00,,0.00%,27.73%,0.00%,2.92
12M 2012,9.63 B,26.37,16.65,0.00,,0.00%,12.66%,0.00%,3.18
12M 2013,9.63 B,38.21,10.34,0.39,,4.19%,15.45%,40.00%,6.94
12M 2014,9.73 B,51.56,27.81,1.36,,4.00%,17.64%,21.42%,4.77
12M 2015,13.57 B,77.20,21.63,1.60,,3.46%,10.97%,13.19%,4.16
12M 2016,13.57 B,126.23,20.20,1.45,,2.79%,15.48%,13.64%,3.24
12M 2017,13.57 B,285.97,7.73,0.66,,3.97%,27.71%,19.48%,3.81
12M 2018,13.57 B,291.95,5.75,0.47,"7,832.49 B",3.19%,22.01%,12.71%,2.93
12M 2019,13.57 B,69.11,21.49,0.64,"4,951.00 B",0.77%,5.25%,5.83%,1.17
12M 2020,13.57 B,-543.58,-2.65,1.21,"(2,845.11 B)",-6.99%,-97.96%,-5.46%,-0.78
12M 2021,26.32 B,-41.66,-15.24,1.37,480.59 B,-1.06%,-10.89%,-0.61%,-0.08
12M 2022,28.81 B,-65.95,-5.46,0.68,300.18 B,-1.93%,-20.88%,-0.61%,-0.11
12M 2023,28.81 B,-130.89,-1.54,0.53,(200.68 B),-3.94%,-71.38%,-1.66%,-0.28
12M 2024,28.81 B,-89.89,-2.25,0.54,517.00 B,-3.36%,-92.24%,-0.37%,-0.05
