Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,10.58,,3896.69,,8.02,,2.72,124.46,124.46,1.05
12M 2008,23.52,0.09,20.21,3.4,15.52,14.25,4015.27,2963.78,10.13,8.61,3.52,3.22,46.65,46.65,1.14
12M 2009,25.07,0.16,22.0,3.23,14.56,14.04,2324.77,1858.5,7.84,7.71,3.0,3.12,43.92,43.92,1.19
12M 2010,17.66,0.19,17.91,-0.06,20.67,16.15,1953.84,897.46,7.28,6.52,3.37,3.04,105.79,105.79,1.07
12M 2011,23.63,0.54,21.75,2.42,15.44,14.5,670.76,428.0,6.34,6.02,2.91,2.82,-195.94,-195.94,0.97
12M 2012,27.5,0.8,20.6,7.7,13.27,12.98,457.76,537.31,6.69,5.73,2.86,2.67,26.72,26.72,1.27
12M 2013,46.64,1.14,42.58,5.2,7.83,7.19,320.49,251.98,3.36,3.06,1.47,1.36,20.03,20.03,1.21
12M 2014,47.53,0.77,57.4,-9.1,7.68,7.16,475.5,382.48,3.54,3.32,1.33,1.32,88.87,88.87,1.03
12M 2015,57.67,0.76,65.37,-6.94,6.33,5.73,479.65,603.35,2.86,2.69,1.13,1.16,-96.73,-96.73,0.97
12M 2016,59.52,0.81,57.96,2.37,6.13,5.68,448.93,282.36,2.26,1.98,1.06,0.97,13.6,13.6,1.22
12M 2017,69.85,1.41,78.78,-7.52,5.23,5.01,258.0,223.03,1.9,1.85,0.81,0.78,4.57,4.57,1.54
12M 2018,55.84,1.16,46.95,10.05,6.54,6.74,314.6,361.73,2.35,2.57,0.91,0.99,19.52,19.52,1.23
12M 2019,45.17,1.04,19.77,26.44,8.08,7.32,349.62,301.0,2.87,2.95,0.99,0.96,8.23,8.23,1.46
12M 2020,65.01,2.55,40.0,27.56,5.61,15.59,143.03,133.58,1.23,1.25,0.41,0.44,-18.54,-18.54,0.92
12M 2021,189.29,18.07,273.07,-65.71,1.93,1.81,20.2,22.21,0.17,0.17,0.06,0.07,-0.99,-0.99,0.71
12M 2022,24.94,0.71,19.01,6.64,14.63,9.51,517.3,484.04,2.62,2.72,1.02,0.99,-72.04,-72.04,0.95
12M 2023,22.92,0.15,15.3,7.77,15.92,14.28,2432.69,2937.16,5.17,5.24,1.8,1.73,26.97,26.97,1.22
12M 2024,28.22,0.13,21.42,6.93,12.93,12.21,2886.9,2735.44,5.71,5.71,1.61,1.54,5.64,5.64,1.9
