Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,-3.57,,0.34
12M 2014,13.16,1.08,21.45,-7.21,27.74,53.35,338.52,532.56,0.96,1.71,0.78,1.33,-21.72,-21.72,0.85
12M 2015,13.0,1.19,16.11,-1.92,28.08,26.37,306.07,298.5,0.93,0.92,0.76,0.79,-13.74,-13.74,0.59
12M 2016,15.09,1.32,8.81,7.6,24.19,25.16,277.46,284.78,0.77,0.76,0.66,0.66,70.32,70.32,1.08
12M 2017,15.78,1.43,7.18,10.03,23.13,23.3,254.51,264.11,0.71,0.74,0.61,0.63,12.54,12.54,1.77
12M 2018,16.36,1.69,13.33,4.72,22.31,18.73,216.39,195.83,0.74,0.74,0.63,0.61,9.24,9.24,1.74
12M 2019,17.45,2.04,18.98,0.51,20.92,20.93,178.99,176.46,0.68,0.66,0.56,0.55,21.85,21.85,1.25
12M 2020,27.72,2.89,31.9,-1.29,13.17,17.68,126.29,127.01,0.35,0.35,0.28,0.28,3.4,3.4,1.94
12M 2021,26.03,2.3,20.44,7.89,14.02,12.67,158.65,156.49,0.42,0.44,0.32,0.34,2.77,2.77,2.42
12M 2022,24.14,1.82,14.25,11.71,15.12,13.89,200.6,177.13,0.7,0.71,0.53,0.53,7.61,7.61,1.52
12M 2023,21.69,2.13,19.51,4.31,16.82,17.8,171.46,157.52,0.79,0.76,0.61,0.59,7.12,7.12,1.71
12M 2024,17.37,2.39,24.61,-4.85,21.01,20.75,152.74,156.16,0.82,0.81,0.63,0.62,7.14,7.14,1.65
