Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.34,0.33,2.38,4.4,0.0,0.0,2.15,0.54,3.35
12M 2014,0.85,0.84,0.58,2.03,0.0,0.0,0.31,0.29,1.01
12M 2015,0.59,0.57,0.46,1.68,0.0,0.0,0.4,0.28,0.66
12M 2016,1.08,1.07,0.4,1.59,0.0,0.0,0.27,0.25,0.57
12M 2017,1.77,1.74,0.16,1.34,0.0,0.0,0.06,0.12,0.33
12M 2018,1.74,1.72,0.14,1.34,0.0,0.0,0.03,0.1,0.33
12M 2019,1.25,1.22,0.21,1.4,0.0,0.0,0.12,0.15,0.38
12M 2020,1.94,1.92,0.24,1.41,0.0,0.0,0.09,0.17,0.39
12M 2021,2.42,2.4,0.17,1.31,0.0,0.0,-0.02,0.13,0.29
12M 2022,1.52,1.5,0.13,1.31,0.0,0.0,-0.04,0.1,0.29
12M 2023,1.71,1.69,0.19,1.37,0.0,0.0,0.01,0.13,0.35
12M 2024,1.65,1.63,0.23,1.44,0.0,0.0,0.03,0.16,0.42
