Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13.96,,7.33,,5.82,,1.6,8.15,8.15,1.72
12M 2009,24.23,50.87,24.6,50.5,15.06,14.85,7.18,6.22,4.54,4.24,1.4,1.37,8.89,8.89,1.58
12M 2010,26.84,51.59,25.03,53.4,13.6,12.57,7.08,7.88,5.54,5.25,1.79,1.74,9.37,9.37,1.53
12M 2011,29.81,41.87,19.2,52.48,12.24,11.87,8.72,8.08,7.48,7.12,2.33,2.21,8.58,8.58,1.86
12M 2012,38.82,47.91,24.62,62.11,9.4,9.54,7.62,7.72,5.33,4.94,1.78,1.7,7.16,7.16,2.1
12M 2013,35.13,55.63,30.52,60.24,10.39,14.24,6.56,6.42,3.59,3.26,1.38,1.37,69.63,69.63,1.05
12M 2014,21.86,47.32,22.19,46.99,16.7,20.08,7.71,7.92,3.92,3.69,1.63,1.64,45.17,45.17,1.08
12M 2015,23.99,40.66,16.58,48.07,15.21,13.42,8.98,8.93,3.68,3.41,1.6,1.5,46.27,46.27,1.08
12M 2016,36.48,55.63,19.55,72.56,10.0,10.32,6.56,6.25,2.72,2.67,1.19,1.14,10.3,10.3,1.35
12M 2017,35.55,52.34,19.58,68.31,10.27,9.35,6.97,6.88,3.11,3.08,1.33,1.34,13.09,13.09,1.32
12M 2018,38.29,52.32,20.91,69.7,9.53,10.16,6.98,6.64,3.2,3.15,1.33,1.28,9.01,9.01,1.49
12M 2019,37.34,54.54,20.25,71.63,9.77,11.92,6.69,6.96,3.03,3.03,1.27,1.33,45.14,45.14,1.08
12M 2020,40.12,48.98,20.75,68.35,9.1,8.91,7.45,8.02,3.33,3.32,1.29,1.21,9.51,9.51,1.3
12M 2021,42.57,47.27,18.78,71.06,8.57,7.52,7.72,6.75,4.7,4.75,1.51,1.45,8.13,8.13,1.45
12M 2022,39.68,47.49,14.74,72.43,9.2,8.46,7.69,7.37,6.15,6.08,1.81,1.76,6.47,6.47,1.96
12M 2023,37.0,53.2,14.95,75.25,9.86,12.66,6.86,6.86,5.23,5.19,1.62,1.69,7.46,7.46,1.87
12M 2024,26.3,52.5,15.35,63.45,13.88,11.63,6.95,6.77,5.9,5.83,1.85,1.81,7.12,7.12,1.83
