Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.72,1.23,0.84,2.17,0.0,0.0,0.74,0.39,1.17
12M 2009,1.58,0.8,0.69,2.13,0.0,0.0,0.59,0.32,1.13
12M 2010,1.53,0.87,0.74,2.14,0.0,0.0,0.69,0.35,1.14
12M 2011,1.86,1.2,0.65,2.01,0.0,0.0,0.59,0.33,1.01
12M 2012,2.1,1.34,0.53,1.82,0.0,0.0,0.39,0.29,0.82
12M 2013,1.05,0.59,1.26,2.84,0.0,0.0,1.19,0.44,1.84
12M 2014,1.08,0.66,1.2,2.68,0.0,0.0,1.0,0.45,1.68
12M 2015,1.08,0.74,1.56,3.15,0.0,0.0,1.36,0.5,2.14
12M 2016,1.35,0.82,1.2,2.56,0.0,0.0,1.17,0.47,1.56
12M 2017,1.32,0.79,1.09,2.4,0.0,0.0,1.04,0.46,1.4
12M 2018,1.49,0.91,1.13,2.39,0.0,0.0,1.07,0.47,1.39
12M 2019,1.08,0.63,1.21,2.54,0.0,0.0,1.12,0.47,1.54
12M 2020,1.3,0.98,1.43,2.8,0.0,0.0,1.2,0.51,1.8
12M 2021,1.45,0.97,1.37,2.8,0.0,0.0,1.18,0.49,1.8
12M 2022,1.96,1.24,0.95,2.21,0.0,0.0,0.82,0.43,1.21
12M 2023,1.87,1.01,0.84,2.08,0.0,0.0,0.76,0.4,1.08
12M 2024,1.83,0.96,0.97,2.28,0.0,0.0,0.89,0.42,1.28
