Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,"2,183 B","(1,053 B)","1,130 B",393.35
12M 2009,125 B,(921 B),(796 B),-277.11
12M 2010,(230 B),(876 B),"(1,106 B)",-385.05
12M 2011,"1,109 B",(945 B),164 B,57.15
12M 2012,"3,406 B","(1,989 B)","1,417 B",493.46
12M 2013,"2,165 B","(2,496 B)",(331 B),-115.23
12M 2014,"1,569 B","(1,785 B)",(216 B),-75.26
12M 2015,489 B,"(2,298 B)","(1,808 B)",-629.65
12M 2016,"(1,313 B)","(1,149 B)","(2,462 B)",-857.02
12M 2017,"2,346 B","(1,267 B)","1,079 B",375.78
12M 2018,773 B,(908 B),(135 B),-47.15
12M 2019,"4,106 B","(1,302 B)","2,804 B",976.11
12M 2020,623 B,"(1,075 B)",(451 B),-157.19
12M 2021,650 B,(836 B),(185 B),-64.57
12M 2022,"4,283 B","(1,408 B)","2,875 B",1000.98
12M 2023,"4,038 B","(2,058 B)","1,980 B",689.44
12M 2024,(253 B),"(2,237 B)","(2,489 B)",-866.75
