Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.02 B,4402.28,8.06,1.25,,26.29%,30.13%,83.27%,483.90
12M 2009,0.02 B,6549.12,12.22,2.38,,33.80%,41.42%,57.35%,223.89
12M 2010,0.02 B,5303.32,18.20,2.72,,27.32%,32.72%,41.10%,193.88
12M 2011,0.02 B,10319.58,12.84,3.23,,39.56%,46.78%,44.07%,469.67
12M 2012,0.02 B,4812.86,31.58,3.66,,18.93%,25.87%,29.29%,370.55
12M 2013,0.02 B,7832.36,24.13,3.55,,25.17%,34.25%,45.70%,545.99
12M 2014,0.02 B,8101.44,19.75,4.15,,25.32%,32.78%,34.04%,637.94
12M 2015,0.45 B,318.18,21.29,3.09,,22.22%,30.10%,33.71%,10757.69
12M 2016,0.45 B,343.40,26.79,3.98,,20.68%,26.40%,37.90%,663.66
12M 2017,0.45 B,322.94,26.32,3.29,,17.08%,23.51%,31.61%,60.53
12M 2018,0.45 B,2596.71,1.66,3.15,49.81 B,92.10%,224.46%,7.16%,60.27
12M 2019,0.45 B,174.68,16.32,1.71,146.62 B,8.68%,13.17%,21.00%,55.47
12M 2020,0.45 B,160.50,20.44,2.24,146.14 B,7.73%,11.74%,16.78%,27.37
12M 2021,0.45 B,293.89,12.56,1.55,220.77 B,12.83%,19.25%,27.07%,72.24
12M 2022,0.45 B,401.42,11.83,1.89,268.65 B,17.33%,23.75%,30.78%,69.88
12M 2023,0.45 B,397.86,10.51,1.95,231.80 B,18.61%,22.40%,24.46%,49.36
12M 2024,0.45 B,342.55,10.51,1.56,230.85 B,16.04%,19.01%,23.02%,42.66
