Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,7.77,5.94,0.0,1.15,0.0,0.0,-0.41,0.0,0.15
12M 2009,5.04,3.87,0.0,1.23,0.0,0.0,-0.22,0.0,0.23
12M 2010,6.23,3.85,0.0,1.2,0.0,0.0,-0.3,0.0,0.2
12M 2011,7.52,5.63,0.0,1.18,0.0,0.0,-0.51,0.0,0.18
12M 2012,3.87,1.89,0.0,1.37,0.0,0.0,-0.34,0.0,0.37
12M 2013,3.98,2.29,0.0,1.36,0.0,0.0,-0.36,0.0,0.36
12M 2014,4.59,3.17,0.0,1.29,0.0,0.0,-0.46,0.0,0.29
12M 2015,3.65,2.44,0.0,1.35,0.0,0.0,-0.3,0.0,0.35
12M 2016,4.22,2.3,0.0,1.28,0.0,0.0,-0.2,0.0,0.28
12M 2017,3.08,1.52,0.0,1.38,0.0,0.0,-0.1,0.0,0.38
12M 2018,1.37,0.99,0.0,2.44,0.0,0.0,-0.78,0.0,1.44
12M 2019,2.51,1.63,0.0,1.52,0.0,0.0,-0.27,0.0,0.52
12M 2020,2.55,1.36,0.0,1.52,0.0,0.0,-0.22,0.0,0.52
12M 2021,2.71,1.76,0.0,1.5,0.0,0.0,-0.29,0.0,0.5
12M 2022,3.33,1.78,0.02,1.37,0.0,0.0,-0.2,0.02,0.37
12M 2023,5.74,2.73,0.0,1.2,0.0,0.0,-0.25,0.0,0.2
12M 2024,6.52,2.92,0.0,1.19,0.0,0.0,-0.11,0.0,0.19
