Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.84,,4.01,,12.11,,1.74,2.45,2.45,7.77
12M 2009,63.55,87.4,11.88,139.07,5.74,5.08,4.18,3.64,12.35,11.67,1.86,1.83,2.73,2.73,5.04
12M 2010,60.25,105.82,14.24,151.83,6.06,8.08,3.45,2.69,11.88,12.11,1.83,1.72,2.89,2.89,6.23
12M 2011,38.71,104.05,13.24,129.52,9.43,7.87,3.51,3.58,14.29,15.13,1.8,1.7,2.15,2.15,7.52
12M 2012,34.13,130.4,28.42,136.11,10.69,9.34,2.8,2.78,14.9,15.28,1.61,1.6,2.7,2.7,3.87
12M 2013,31.14,137.03,38.37,129.8,11.72,8.82,2.66,2.6,19.11,19.59,1.89,1.73,2.71,2.71,3.98
12M 2014,59.16,195.26,62.23,192.19,6.17,5.81,1.87,2.31,12.07,11.69,1.22,1.26,1.85,1.85,4.59
12M 2015,56.59,129.18,49.89,135.88,6.45,5.99,2.83,2.9,10.24,10.56,1.45,1.53,2.8,2.8,3.65
12M 2016,54.8,145.35,45.78,154.37,6.66,6.48,2.51,2.15,8.6,8.84,1.49,1.42,2.67,2.67,4.22
12M 2017,56.85,166.97,46.42,177.4,6.42,5.26,2.19,1.78,7.52,6.98,1.45,1.34,3.0,3.0,3.08
12M 2018,109.96,255.14,60.11,304.99,3.32,3.23,1.43,1.38,3.36,3.33,0.58,0.57,2.32,2.32,1.37
12M 2019,98.81,219.26,50.18,267.89,3.69,3.18,1.66,1.67,3.95,4.06,0.69,0.88,1.83,1.83,2.51
12M 2020,113.37,279.07,64.7,327.74,3.22,3.41,1.31,1.07,3.22,3.4,0.72,0.7,1.59,1.59,2.55
12M 2021,62.34,161.28,37.82,185.8,5.86,6.3,2.26,2.39,4.73,4.8,1.09,1.09,2.19,2.19,2.71
12M 2022,54.9,167.59,45.56,176.93,6.65,8.23,2.18,1.88,4.98,5.13,1.09,1.13,2.02,2.02,3.33
12M 2023,45.15,242.79,36.23,251.71,8.08,7.37,1.5,1.57,4.42,4.46,0.96,1.02,1.62,1.62,5.74
12M 2024,49.4,221.37,16.91,253.86,7.39,5.95,1.65,1.56,4.86,4.97,1.08,1.09,1.73,1.73,6.52
