Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.12 B,-7.31,-33.24,1.73,,-6.74%,105.48%,-10.49%,
12M 2009,0.27 B,0.48,225.00,1.79,,0.30%,0.48%,1.19%,0.49
12M 2010,0.27 B,4.29,29.84,1.99,,3.37%,4.09%,3.09%,
12M 2011,0.31 B,0.66,198.48,2.04,,0.21%,0.67%,0.52%,
12M 2012,0.31 B,38.87,4.27,0.64,,8.08%,26.73%,18.94%,
12M 2013,0.44 B,36.75,5.58,0.66,,10.92%,12.44%,19.62%,
12M 2014,0.44 B,109.30,4.71,1.28,,26.13%,27.02%,31.08%,
12M 2015,0.44 B,4.19,31.03,0.76,,1.01%,1.03%,-0.39%,
12M 2016,0.44 B,-40.83,-2.16,0.00,,-11.01%,-11.10%,-11.58%,
12M 2017,0.44 B,-131.88,-0.69,0.00,,-52.54%,-53.27%,-13.38%,
12M 2018,0.44 B,-126.09,-0.63,11.53,(8.08 B),-102.24%,-102.90%,-14.55%,
12M 2019,0.44 B,2.18,23.39,4.65,0.58 B,1.56%,1.75%,0.60%,
12M 2020,0.44 B,0.11,500.00,5.02,(0.51 B),0.08%,0.09%,-0.94%,
12M 2021,0.44 B,-2.40,-52.08,11.40,0.27 B,-1.61%,-1.96%,-1.79%,
12M 2022,0.44 B,-21.98,-12.10,24.27,(8.65 B),-16.46%,-21.84%,-17.40%,
12M 2023,0.44 B,-14.61,-7.87,34.58,(4.83 B),-12.26%,-16.98%,-12.52%,
12M 2024,0.44 B,-20.17,-4.12,116.45,(5.77 B),-18.25%,-30.46%,-16.94%,
