Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.55,,,,570.44,,1.33,5.77,5.77,2.74
12M 2009,55.41,,33.42,21.99,6.59,8.04,,,405.3,331.75,0.58,0.38,0.93,0.93,2.09
12M 2010,60.7,,30.93,29.77,6.01,4.95,,,4.71,4.63,0.45,0.44,0.68,0.68,16.78
12M 2011,55.84,1.04,26.94,29.94,6.54,8.11,349.97,171.43,0.43,0.44,0.3,0.2,1.81,1.81,3.96
12M 2012,107.95,11.21,19.02,100.14,3.38,2.79,32.57,16.75,0.98,1.0,0.65,0.62,2.99,2.99,1.64
12M 2013,109.87,11.46,17.52,103.81,3.32,5.81,31.86,30.81,1.74,1.8,0.91,0.96,2.45,2.45,4.2
12M 2014,72.41,9.82,13.97,68.26,5.04,3.29,37.18,34.55,2.38,2.38,1.06,0.96,1.67,1.67,22.02
12M 2015,82.58,17.01,10.54,89.05,4.42,10.37,21.46,23.18,0.85,0.72,0.41,0.41,0.99,0.99,62.96
12M 2016,,75.88,6.98,68.9,,,4.81,5.08,,,,,,,111.04
12M 2017,,77.64,7.09,70.55,,,4.7,4.63,,,,,,,154.09
12M 2018,40.15,53.56,,93.71,9.09,9.09,6.81,7.07,0.08,0.08,0.04,0.04,0.1,0.1,421.99
12M 2019,161.21,,,161.21,2.26,1.51,,,0.2,0.2,0.08,0.08,0.26,0.26,3.97
12M 2020,286.68,,,286.68,1.27,1.12,,,0.13,0.13,0.08,0.07,0.39,0.39,8.3
12M 2021,370.7,,,370.7,0.98,0.92,,,0.1,0.1,0.08,0.07,0.37,0.37,6.02
12M 2022,220.14,,,220.14,1.66,1.55,,,0.1,0.1,0.08,0.08,1.21,1.21,1.72
12M 2023,,,,,2912552974.0,2.19,,,0.03,0.03,0.03,0.03,-1.57,-1.57,0.83
12M 2024,,,,,312127628.0,312127628.0,,,0.01,0.01,0.01,0.01,-0.04,-0.04,0.21
