Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.92 B,977.34,4.35,0.27,,7.81%,12.12%,38.90%,5.77
12M 2009,1.92 B,1811.72,11.89,1.26,,12.80%,19.05%,28.96%,11.60
12M 2010,1.92 B,2190.54,18.26,2.04,,13.71%,19.88%,28.16%,24.54
12M 2011,1.92 B,2543.57,24.39,2.85,,12.52%,20.06%,28.73%,27.15
12M 2012,1.92 B,2086.06,26.99,2.21,,9.67%,15.16%,22.63%,12.17
12M 2013,1.92 B,2249.76,18.67,1.46,,8.53%,14.79%,22.92%,8.86
12M 2014,1.92 B,2790.19,21.75,1.79,,9.22%,16.22%,26.35%,6.25
12M 2015,1.92 B,3344.78,16.44,1.50,,10.13%,16.98%,27.24%,7.04
12M 2016,1.92 B,3470.26,18.41,1.61,,10.61%,16.91%,25.06%,8.50
12M 2017,1.92 B,4029.78,20.80,1.94,,11.61%,18.39%,26.30%,14.03
12M 2018,1.92 B,4049.62,20.65,1.68,"13,421.53 B",11.28%,17.26%,24.46%,16.47
12M 2019,1.92 B,5654.99,9.37,0.92,"17,602.66 B",13.83%,21.36%,30.00%,25.75
12M 2020,1.92 B,3974.73,10.32,0.69,"12,771.48 B",9.78%,13.07%,17.54%,26.25
12M 2021,1.92 B,2913.23,10.50,0.47,"10,258.30 B",6.23%,9.45%,11.99%,98.26
12M 2022,1.92 B,1444.70,12.46,0.28,"6,881.53 B",3.14%,4.80%,6.46%,14.90
12M 2023,1.92 B,2767.29,7.34,0.33,"10,540.90 B",5.76%,8.75%,12.16%,12.85
12M 2024,1.92 B,509.75,26.04,0.26,"5,146.60 B",1.15%,1.58%,3.00%,3.78
