Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2009,21 B,,10 B,0.00
12M 2010,8 B,(25 B),(16 B),-2.37
12M 2011,(65 B),,(97 B),-29.02
12M 2012,(10 B),(3 B),(13 B),-3.88
12M 2013,75 B,(12 B),63 B,18.92
12M 2014,84 B,(154 B),(70 B),-20.78
12M 2015,101 B,(91 B),10 B,0.00
12M 2016,(96 B),(70 B),(167 B),-28.78
12M 2017,(191 B),(168 B),(359 B),-107.19
12M 2018,(199 B),(62 B),(262 B),0.00
12M 2019,(64 B),(10 B),(74 B),-21.98
12M 2020,(39 B),(6 B),(45 B),-13.49
12M 2021,13 B,(0 B),13 B,3.90
12M 2022,(13 B),(9 B),(22 B),-6.60
12M 2023,(21 B),(1 B),(22 B),-6.45
12M 2024,(28 B),(10 B),(38 B),-11.26
