Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,2.50 B,9.18,0.00,0.00,,3.83%,7.71%,27.18%,
12M 2010,2.50 B,9.70,0.00,0.00,,3.56%,7.52%,14.35%,
12M 2011,3.35 B,0.82,195.12,5.38,,0.30%,0.52%,3.77%,
12M 2012,3.35 B,0.99,141.41,4.30,,0.37%,0.65%,3.27%,
12M 2013,3.35 B,10.06,11.03,1.65,,3.59%,6.23%,10.03%,
12M 2014,3.35 B,13.37,10.25,1.47,,3.80%,7.65%,10.90%,
12M 2015,3.35 B,17.87,8.06,1.48,,5.00%,9.34%,14.18%,
12M 2016,3.35 B,19.52,7.17,1.42,,4.79%,9.54%,12.52%,
12M 2017,3.35 B,31.43,8.27,2.20,,5.63%,13.44%,15.27%,
12M 2018,3.35 B,4.76,53.36,3.74,83.12 B,0.76%,1.99%,4.12%,
12M 2019,3.35 B,-10.29,-21.77,4.54,38.74 B,-1.61%,-4.49%,1.02%,
12M 2020,3.35 B,-16.82,-11.41,7.51,3.80 B,-2.30%,-10.33%,-1.08%,
12M 2021,3.35 B,306.80,0.54,3.20,47.58 B,27.56%,60.99%,2.10%,
12M 2022,3.35 B,-20.33,-6.00,2.66,21.02 B,-1.82%,-4.21%,0.69%,
12M 2023,3.35 B,-80.71,-1.45,2.54,20.51 B,-7.68%,-20.04%,0.73%,
12M 2024,3.35 B,156.29,0.76,0.29,554.25 B,13.97%,27.97%,20.80%,
