Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.08,0.44,0.58,2.01,0.0,0.0,0.53,0.29,0.96
12M 2010,1.04,0.56,0.66,2.11,0.0,0.0,0.57,0.31,1.06
12M 2011,1.5,0.86,0.51,1.75,0.0,0.0,0.16,0.29,0.71
12M 2012,1.67,0.91,0.43,1.75,0.0,0.0,0.2,0.25,0.72
12M 2013,1.84,0.95,0.27,1.74,0.0,0.0,0.12,0.15,0.7
12M 2014,1.62,0.85,0.44,2.01,0.0,0.0,0.19,0.22,0.98
12M 2015,1.49,0.66,0.38,1.87,0.0,0.0,0.19,0.21,0.84
12M 2016,2.06,0.95,0.6,1.99,0.0,0.0,0.37,0.3,0.99
12M 2017,3.02,1.03,1.07,2.39,0.0,0.0,0.83,0.45,1.38
12M 2018,3.03,0.66,1.15,2.62,0.0,0.0,1.07,0.44,1.61
12M 2019,3.97,0.62,1.31,2.79,0.0,0.0,1.22,0.47,1.78
12M 2020,2.09,0.14,1.9,4.5,0.0,0.0,1.81,0.42,3.49
12M 2021,1.49,0.16,0.61,2.21,0.0,0.0,0.57,0.27,1.21
12M 2022,1.37,0.12,0.64,2.32,0.0,0.0,0.6,0.28,1.31
12M 2023,1.34,0.1,0.77,2.61,0.0,0.0,0.73,0.29,1.6
12M 2024,1.91,0.26,0.53,2.0,0.0,0.0,0.44,0.26,1.0
