Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.67,,,,1.42,,0.96,-6.72,-6.72,0.54
12M 2009,47.25,5.23,56.06,-3.58,7.72,7.38,69.82,69.82,0.9,0.78,0.68,0.63,-2.62,-2.62,0.34
12M 2010,51.42,8.96,73.72,-13.34,7.1,7.3,40.74,50.65,0.82,0.87,0.67,0.7,-4.43,-4.43,0.48
12M 2011,44.23,10.71,63.89,-8.95,8.25,9.09,34.1,34.57,1.03,1.23,0.84,0.96,-6.44,-6.44,0.55
12M 2012,37.27,11.65,43.04,5.88,9.79,9.21,31.32,29.75,1.03,0.99,0.86,0.83,-5.04,-5.04,0.51
12M 2013,38.1,9.15,39.81,7.44,9.58,8.82,39.89,41.39,1.04,1.04,0.86,0.86,-5.06,-5.06,0.52
12M 2014,38.02,7.65,33.73,11.94,9.6,9.35,47.7,42.06,1.27,1.3,1.02,1.02,-5.43,-5.43,0.49
12M 2015,40.47,7.76,29.56,18.67,9.02,9.34,47.05,47.44,1.18,1.11,0.95,0.9,-8.43,-8.43,0.59
12M 2016,34.03,10.4,29.84,14.59,10.73,11.81,35.09,28.28,0.92,0.86,0.78,0.72,-4.44,-4.44,0.42
12M 2017,32.34,14.05,28.66,17.73,11.29,9.4,25.98,19.49,0.89,0.86,0.74,0.7,-4.95,-4.95,0.51
12M 2018,31.7,14.61,34.67,11.64,11.52,11.7,24.98,19.3,1.03,1.05,0.81,0.81,-4.26,-4.26,0.43
12M 2019,28.99,15.28,43.47,0.8,12.59,11.88,23.88,23.71,1.07,1.07,0.82,0.79,-5.42,-5.42,0.53
12M 2020,27.43,12.84,38.58,1.69,13.31,16.63,28.44,33.93,0.94,0.91,0.75,0.74,-5.42,-5.42,0.45
12M 2021,25.62,11.9,33.73,3.79,14.24,13.83,30.67,26.44,1.12,1.15,0.85,0.84,23.85,23.85,1.14
12M 2022,22.54,14.37,28.81,8.1,16.19,16.77,25.4,22.25,1.82,1.87,1.15,1.14,6.34,6.34,1.76
12M 2023,27.29,16.31,24.25,19.35,13.37,12.69,22.38,20.03,1.68,1.75,1.02,1.07,5.57,5.57,2.22
12M 2024,24.62,16.01,25.95,14.68,14.82,14.49,22.8,22.45,1.69,1.65,1.02,1.03,7.92,7.92,1.89
