Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.54,0.54,1.41,2.61,0.0,0.0,1.3,0.54,1.61
12M 2009,0.34,0.29,3.02,4.89,0.0,0.0,2.98,0.62,3.89
12M 2010,0.48,0.44,3.74,5.87,0.0,0.0,3.71,0.64,4.87
12M 2011,0.55,0.48,2.61,4.11,0.0,0.0,2.47,0.63,3.11
12M 2012,0.51,0.44,2.93,4.4,0.0,0.0,2.8,0.66,3.4
12M 2013,0.52,0.47,3.43,4.98,0.0,0.0,3.27,0.69,3.98
12M 2014,0.49,0.45,1.73,3.07,0.0,0.0,1.65,0.56,2.06
12M 2015,0.59,0.54,1.02,2.19,0.0,0.0,0.99,0.47,1.19
12M 2016,0.42,0.35,1.38,2.54,0.0,0.0,1.34,0.54,1.54
12M 2017,0.51,0.4,1.62,2.86,0.0,0.0,1.61,0.57,1.85
12M 2018,0.43,0.34,1.34,2.66,0.0,0.0,1.3,0.5,1.66
12M 2019,0.53,0.43,1.16,2.8,0.0,0.0,1.12,0.41,1.78
12M 2020,0.45,0.39,1.11,3.18,0.0,0.0,1.01,0.35,2.18
12M 2021,1.14,1.03,0.8,2.64,0.0,0.0,0.36,0.3,1.63
12M 2022,1.76,1.63,0.49,2.02,0.0,0.0,-0.1,0.24,1.0
12M 2023,2.22,1.98,0.33,1.62,0.0,0.0,-0.02,0.21,0.59
12M 2024,1.89,1.65,0.36,1.61,0.0,0.0,0.12,0.22,0.57
