Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.27,1.93,0.14,1.39,0.0,0.0,-0.27,0.1,0.37
12M 2009,2.61,2.04,0.14,1.28,0.0,0.0,-0.08,0.11,0.27
12M 2010,1.89,1.4,0.17,1.35,0.0,0.0,-0.08,0.13,0.34
12M 2011,1.59,0.91,0.17,1.38,0.0,0.0,0.03,0.13,0.37
12M 2012,1.11,0.62,0.36,1.57,0.0,0.0,0.27,0.23,0.56
12M 2013,1.05,0.66,0.49,1.69,0.0,0.0,0.43,0.29,0.68
12M 2014,0.8,0.5,0.57,1.84,0.0,0.0,0.5,0.31,0.82
12M 2015,1.27,0.9,0.89,2.34,0.0,0.0,0.65,0.38,1.24
12M 2016,1.28,0.92,0.94,2.41,0.0,0.0,0.68,0.39,1.32
12M 2017,1.12,0.9,0.79,2.15,0.0,0.0,0.66,0.37,1.11
12M 2018,0.92,0.67,0.94,2.31,0.0,0.0,0.86,0.41,1.28
12M 2019,0.58,0.45,0.96,2.39,0.0,0.0,0.92,0.4,1.34
12M 2020,0.73,0.51,1.11,2.69,0.0,0.0,1.04,0.41,1.64
12M 2021,1.09,0.74,0.72,2.19,0.0,0.0,0.61,0.33,1.16
12M 2022,1.32,0.82,0.61,2.01,0.0,0.0,0.5,0.3,0.98
12M 2023,1.23,0.91,0.55,1.92,0.0,0.0,0.45,0.29,0.87
12M 2024,1.26,0.92,0.51,1.86,0.0,0.0,0.36,0.28,0.78
