Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,0.33 B,64.13,6.00,0.87,,11.50%,14.51%,26.73%,469.79
12M 2013,0.33 B,174.82,2.69,1.19,,22.58%,28.89%,20.69%,
12M 2014,0.33 B,46.60,7.58,0.88,,5.74%,7.35%,6.95%,
12M 2015,0.33 B,33.10,11.69,1.08,,3.99%,5.12%,4.59%,
12M 2016,0.33 B,34.08,11.74,1.14,,3.81%,5.03%,4.51%,
12M 2017,0.33 B,21.31,16.42,1.04,,2.29%,3.07%,2.64%,
12M 2018,0.33 B,31.46,10.04,0.73,14.01 B,3.23%,4.33%,4.21%,
12M 2019,0.33 B,15.59,16.29,0.71,7.19 B,1.62%,2.09%,1.75%,
12M 2020,0.33 B,11.52,23.78,0.94,5.86 B,1.20%,1.52%,1.43%,
12M 2021,0.33 B,72.12,5.46,0.89,29.83 B,6.59%,8.69%,8.61%,
12M 2022,0.33 B,86.42,4.63,0.66,36.62 B,7.05%,9.61%,9.68%,
12M 2023,0.33 B,51.85,8.10,1.20,20.84 B,4.95%,5.17%,5.38%,
12M 2024,0.33 B,43.23,7.45,1.34,17.86 B,4.00%,4.27%,4.88%,
