Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,8.59,5.63,0.0,1.26,0.0,0.0,-0.31,0.0,0.2
12M 2013,10.17,7.54,0.0,1.28,0.0,0.0,-0.33,0.0,0.16
12M 2014,12.23,9.16,0.0,1.28,0.0,0.0,-0.33,0.0,0.16
12M 2015,13.35,10.71,0.0,1.28,0.0,0.0,-0.48,0.0,0.15
12M 2016,15.16,12.41,0.0,1.32,0.0,0.0,-0.52,0.0,0.15
12M 2017,9.62,7.44,0.0,1.34,0.0,0.0,-0.38,0.0,0.18
12M 2018,7.74,5.29,0.0,1.34,0.0,0.0,-0.23,0.0,0.18
12M 2019,21.7,15.81,0.0,1.29,0.0,0.0,-0.3,0.0,0.15
12M 2020,206.86,173.78,0.0,1.27,0.0,0.0,-0.33,0.0,0.13
12M 2021,9.46,6.73,0.0,1.32,0.0,0.0,-0.3,0.0,0.2
12M 2022,8.57,6.14,0.0,1.36,0.0,0.0,-0.1,0.0,0.25
12M 2023,33.48,27.71,0.0,1.05,0.0,0.0,-0.17,0.0,0.05
12M 2024,17.33,14.72,0.0,1.07,0.0,0.0,-0.11,0.0,0.07
