Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2014,0.10 B,11.73,0.00,0.00,,0.13%,1.08%,0.36%,
12M 2015,0.96 B,-0.32,-0.00,0.00,,-0.04%,-0.29%,-0.06%,
12M 2016,1.21 B,-27.63,-2.35,1.02,,-4.30%,-22.63%,-4.80%,
12M 2017,1.21 B,-7.24,-9.39,1.06,,-1.04%,-6.28%,-1.53%,
12M 2018,1.21 B,-19.31,-3.88,1.34,(16.06 B),-3.50%,-20.15%,-2.44%,
12M 2019,1.21 B,-101.11,-12.42,28.80,(90.06 B),-9.23%,-17.91%,-9.24%,
12M 2020,10.86 B,-17.46,-247.14,520.09,(177.38 B),-8.70%,-15.38%,-10.61%,
12M 2021,13.86 B,6.21,2576.49,339.81,59.51 B,0.70%,1.04%,0.14%,
12M 2022,13.86 B,1.15,3234.78,34.35,112.36 B,0.09%,0.19%,0.09%,
12M 2023,13.86 B,5.22,555.56,21.43,263.10 B,0.34%,0.87%,0.45%,
12M 2024,13.86 B,9.27,262.14,16.41,426.18 B,0.45%,1.51%,0.72%,
