Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,0.02,,0.01,,,,,0.01,0.01,1.55
12M 2009,18953.52,27640.54,33291.36,13302.7,0.02,0.01,0.01,0.01,,,,,0.35,0.35,1.01
12M 2010,21.12,32.92,56.69,-2.65,17.28,15.38,11.09,9.55,0.77,0.59,0.25,0.18,-1.93,-1.93,0.53
12M 2011,29.85,29.56,58.96,0.45,12.23,10.98,12.35,10.91,0.62,0.62,0.23,0.23,-2.11,-2.11,0.4
12M 2012,70.83,48.02,86.0,32.85,5.15,5.44,7.6,7.29,0.36,0.36,0.13,0.13,3.16,3.16,1.26
12M 2013,53.57,49.63,83.11,20.09,6.81,6.42,7.36,9.14,0.3,0.29,0.11,0.11,-0.72,-0.72,0.54
12M 2014,19.29,28.53,64.65,-16.83,18.92,19.46,12.79,13.04,0.38,0.38,0.15,0.15,-0.52,-0.52,0.34
12M 2015,24.72,34.05,81.41,-22.64,14.77,12.12,10.72,10.38,0.29,0.29,0.12,0.12,-0.31,-0.31,0.18
12M 2016,31.47,41.07,103.19,-30.65,11.6,11.47,8.89,8.78,0.24,0.24,0.1,0.1,-0.17,-0.17,0.1
12M 2017,26.86,66.12,138.53,-45.55,13.59,14.03,5.52,5.28,0.25,0.25,0.11,0.11,-0.15,-0.15,0.12
12M 2018,28.0,46.69,78.71,-4.02,13.04,12.67,7.82,8.76,0.29,0.29,0.14,0.14,-0.17,-0.17,0.11
12M 2019,27.97,37.53,51.57,13.93,13.05,18.33,9.73,10.29,0.29,0.29,0.18,0.18,-0.18,-0.18,0.11
12M 2020,10.66,34.04,40.25,4.45,34.24,32.71,10.72,10.11,0.41,0.41,0.31,0.31,-0.21,-0.21,0.06
12M 2021,3.23,31.91,23.36,11.78,112.86,72.55,11.44,9.72,0.66,0.66,0.5,0.49,-0.35,-0.35,0.11
12M 2022,2.39,28.63,14.59,16.43,152.51,139.92,12.75,14.64,0.95,1.55,0.65,0.85,-0.55,-0.55,0.09
12M 2023,3.52,32.73,23.06,13.19,103.64,92.05,11.15,13.7,0.87,0.86,0.53,0.52,-0.35,-0.35,0.1
12M 2024,6.06,27.82,26.14,7.74,60.25,71.55,13.12,11.06,1.01,1.33,0.6,0.72,-0.32,-0.32,0.1
