Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.85,706.72,0.85,706.72,,,,,
12M 2011,0.65,763.94,0.65,763.94,,,,,
12M 2012,0.81,912.77,0.81,912.77,,,,,
12M 2013,0.64,1030.01,0.64,1030.01,,,,,
12M 2014,0.98,1171.61,0.98,1171.61,,,,,
12M 2015,0.89,1285.97,0.89,1285.97,,,,,
12M 2016,0.69,1417.90,0.69,1417.90,,,,,
12M 2017,0.66,1538.50,0.66,1538.50,,,,,
12M 2018,0.69,1682.10,0.69,1682.10,,,,,
12M 2019,0.63,1740.12,0.63,1740.12,,,,,
12M 2020,0.49,1831.78,0.49,1831.78,,,,,
12M 2021,0.51,1874.70,0.51,1874.70,,,,,
12M 2022,0.47,1901.70,0.47,1901.70,,,,,
12M 2023,0.49,968.03,0.49,968.03,,,,,
12M 2024,0.46,1037.68,0.46,1037.68,,,,,
