Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,23 B,(6 B),17 B,88.02
12M 2012,68 B,(4 B),63 B,330.30
12M 2013,(19 B),(8 B),(28 B),-144.54
12M 2014,47 B,(4 B),42 B,219.37
12M 2015,(30 B),(8 B),(38 B),-197.28
12M 2016,56 B,(7 B),48 B,251.82
12M 2017,(31 B),(10 B),(41 B),-214.65
12M 2018,24 B,(3 B),21 B,111.94
12M 2019,64 B,(9 B),55 B,288.12
12M 2020,(59 B),(5 B),(64 B),-332.95
12M 2021,24 B,(2 B),22 B,116.73
12M 2022,10 B,(3 B),7 B,39.00
12M 2023,31 B,(12 B),19 B,49.91
12M 2024,14 B,(11 B),3 B,7.22
