Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,133 B,(480 B),(346 B),-25.13
12M 2009,(33 B),(242 B),(276 B),-20.00
12M 2010,101 B,(148 B),(47 B),-3.42
12M 2011,462 B,(561 B),(99 B),-5.02
12M 2012,655 B,(895 B),(240 B),-12.14
12M 2013,945 B,(778 B),167 B,8.45
12M 2014,291 B,(476 B),(185 B),-9.14
12M 2015,339 B,(579 B),(240 B),-11.64
12M 2016,544 B,(752 B),(208 B),-10.08
12M 2017,630 B,(845 B),(215 B),-10.32
12M 2018,133 B,(159 B),(26 B),-1.25
12M 2019,371 B,(207 B),165 B,7.90
12M 2020,447 B,(175 B),272 B,13.07
12M 2021,335 B,(249 B),85 B,4.10
12M 2022,628 B,(389 B),239 B,11.48
12M 2023,564 B,(414 B),150 B,7.23
12M 2024,"1,870 B",(517 B),"1,353 B",64.99
