Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.89,1.48,0.7,1.86,0.0,0.0,0.66,0.37,0.86
12M 2009,1.59,1.26,0.82,1.99,0.0,0.0,0.79,0.41,0.99
12M 2010,1.26,0.91,0.75,2.0,0.0,0.0,0.71,0.38,1.0
12M 2011,1.82,1.54,0.43,1.6,0.0,0.0,0.39,0.27,0.6
12M 2012,3.65,3.13,0.53,1.82,0.0,0.0,0.46,0.29,0.8
12M 2013,2.87,2.47,0.65,2.08,0.0,0.0,0.5,0.31,1.03
12M 2014,5.04,4.39,0.62,1.95,0.0,0.0,0.48,0.0,0.88
12M 2015,6.35,5.69,0.75,2.08,0.0,0.0,0.57,0.36,1.02
12M 2016,6.45,5.57,0.69,2.1,0.0,0.0,0.54,0.33,1.0
12M 2017,7.19,6.16,0.77,2.18,0.0,0.0,0.6,0.35,1.04
12M 2018,7.15,6.03,0.82,2.24,0.0,0.0,0.65,0.37,1.09
12M 2019,6.12,5.12,0.77,2.27,0.0,0.0,0.58,0.34,1.09
12M 2020,6.18,5.08,0.8,2.33,0.0,0.0,0.58,0.34,1.13
12M 2021,6.54,5.4,0.81,2.34,0.0,0.0,0.6,0.35,1.13
12M 2022,4.52,3.79,0.93,2.53,0.0,0.0,0.67,0.37,1.27
12M 2023,5.75,4.79,0.76,2.37,0.0,0.0,0.56,0.32,1.1
12M 2024,5.23,4.54,0.69,2.4,0.0,0.0,0.34,0.29,1.11
