Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,13.78 B,-4.53,-12.80,1.73,,-2.11%,-3.93%,13.10%,1.13
12M 2009,13.78 B,1.19,114.29,4.77,,0.51%,1.02%,2.85%,0.41
12M 2010,13.78 B,4.51,30.38,3.16,,1.86%,3.72%,4.01%,0.89
12M 2011,19.82 B,16.46,11.54,3.28,,5.83%,9.31%,16.01%,4.93
12M 2012,19.82 B,19.18,10.38,2.82,,5.37%,9.79%,13.25%,3.00
12M 2013,19.82 B,5.09,37.92,1.40,,1.22%,2.55%,13.83%,1.24
12M 2014,20.24 B,19.82,14.88,2.13,,4.71%,9.18%,12.69%,2.20
12M 2015,20.66 B,16.39,15.07,1.63,,3.48%,7.23%,11.25%,1.28
12M 2016,20.66 B,21.13,13.82,2.06,,4.07%,8.54%,8.13%,2.23
12M 2017,20.82 B,4.08,70.10,1.99,,0.75%,1.64%,6.17%,1.41
12M 2018,20.82 B,1.97,140.10,2.12,801.37 B,0.35%,0.78%,6.11%,1.65
12M 2019,20.82 B,5.71,51.14,2.70,465.71 B,0.98%,2.21%,2.78%,0.70
12M 2020,20.82 B,-2.30,-93.04,1.86,661.42 B,-0.39%,-0.91%,4.58%,1.06
12M 2021,20.82 B,-0.25,-664.00,1.39,745.76 B,-0.04%,-0.10%,5.37%,1.25
12M 2022,20.82 B,-3.07,-47.56,1.12,"1,045.77 B",-0.49%,-1.23%,7.98%,1.71
12M 2023,20.82 B,14.67,9.13,0.85,"1,165.93 B",2.36%,5.59%,8.67%,2.53
12M 2024,20.82 B,17.45,10.66,0.84,"1,505.37 B",2.59%,6.23%,11.22%,3.44
