Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.54 B,4.32,11.57,0.22,,2.34%,3.33%,16.75%,3.41
12M 2009,0.54 B,7.05,15.60,0.45,,0.00%,5.17%,9.00%,3.48
12M 2010,0.54 B,7.85,16.18,0.48,,4.17%,5.44%,6.93%,4.21
12M 2011,0.54 B,9.67,18.20,0.62,,4.38%,6.28%,7.84%,7.07
12M 2012,0.54 B,9.92,17.84,0.54,,3.91%,6.05%,8.85%,4.73
12M 2013,0.54 B,11.58,12.69,0.41,,3.54%,6.60%,8.32%,3.03
12M 2014,0.54 B,4.97,27.16,0.32,,1.54%,2.75%,5.87%,1.23
12M 2015,0.54 B,5.77,19.41,0.28,,1.93%,3.05%,7.53%,1.67
12M 2016,0.54 B,9.62,20.79,0.49,,3.08%,4.88%,8.10%,2.95
12M 2017,0.54 B,13.32,13.74,0.44,,4.47%,6.55%,8.87%,4.78
12M 2018,0.54 B,15.79,11.97,0.40,20.42 B,4.52%,7.10%,9.02%,4.10
12M 2019,0.54 B,17.46,11.34,0.43,18.34 B,4.90%,7.49%,6.88%,3.92
12M 2020,0.54 B,41.31,23.60,1.88,39.07 B,9.67%,14.02%,17.01%,11.52
12M 2021,0.54 B,10.24,99.12,0.86,59.52 B,0.68%,3.28%,6.67%,0.57
12M 2022,0.54 B,514.39,1.68,0.65,31.58 B,18.10%,62.25%,-4.00%,-0.41
12M 2023,0.54 B,-159.27,-7.19,0.87,50.07 B,-5.60%,-23.88%,-0.64%,-0.09
12M 2024,11.24 B,-29.39,-7.15,1.23,165.90 B,-5.68%,-31.77%,-0.56%,-0.07
