Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.64,0.94,0.24,1.42,0.0,0.0,0.21,0.17,0.42
12M 2009,2.1,0.99,0.21,1.37,0.0,0.0,0.17,0.16,0.37
12M 2010,3.01,1.65,0.12,1.3,0.0,0.0,0.07,0.1,0.3
12M 2011,2.54,1.33,0.19,1.43,0.0,0.0,0.14,0.14,0.43
12M 2012,2.41,1.53,0.34,1.55,0.0,0.0,0.28,0.22,0.55
12M 2013,1.54,0.8,0.54,1.86,0.0,0.0,0.46,0.29,0.86
12M 2014,1.63,0.95,0.49,1.79,0.0,0.0,0.46,0.28,0.79
12M 2015,1.99,1.0,0.33,1.58,0.0,0.0,0.29,0.21,0.58
12M 2016,2.19,1.13,0.26,1.58,0.0,0.0,0.25,0.17,0.58
12M 2017,3.52,1.86,0.09,1.47,0.0,0.0,0.09,0.06,0.47
12M 2018,2.76,1.5,0.21,1.57,0.0,0.0,0.19,0.13,0.57
12M 2019,3.53,1.9,0.16,1.53,0.0,0.0,0.11,0.1,0.53
12M 2020,2.89,1.75,0.23,1.45,0.0,0.0,0.16,0.16,0.45
12M 2021,1.3,0.72,2.69,4.82,0.0,0.0,2.4,0.56,3.82
12M 2022,1.82,1.11,2.06,3.44,0.0,0.0,1.75,0.6,2.44
12M 2023,1.94,1.17,0.0,4.26,0.0,0.0,2.51,0.65,3.26
12M 2024,1.28,0.9,3.72,5.59,0.0,0.0,3.38,0.67,4.59
