Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.91,,2.35,,2.11,,1.21,7.39,7.39,1.64
12M 2009,51.93,159.79,19.45,192.27,7.03,6.61,2.28,2.18,2.38,2.4,1.33,1.32,5.54,5.54,2.1
12M 2010,49.77,162.21,15.98,196.0,7.33,6.94,2.25,2.17,2.64,2.66,1.4,1.38,4.48,4.48,3.01
12M 2011,53.92,187.5,15.08,226.34,6.77,6.36,1.95,1.69,2.8,2.78,1.38,1.31,4.03,4.03,2.54
12M 2012,56.41,163.11,11.16,208.36,6.47,6.28,2.24,2.04,2.91,2.84,1.39,1.32,4.4,4.4,2.41
12M 2013,57.66,178.94,24.32,212.28,6.33,6.05,2.04,1.9,2.35,1.96,1.24,1.12,7.35,7.35,1.54
12M 2014,57.36,153.57,30.83,180.1,6.36,5.92,2.38,2.53,2.35,2.4,1.28,1.3,7.39,7.39,1.63
12M 2015,58.51,156.36,23.36,191.51,6.24,6.68,2.33,2.15,2.48,2.56,1.31,1.32,6.02,6.02,1.99
12M 2016,58.01,170.94,21.48,207.47,6.29,6.03,2.14,2.04,2.64,2.72,1.33,1.33,4.8,4.8,2.19
12M 2017,62.23,160.04,26.37,195.9,5.87,5.5,2.28,2.48,2.86,2.92,1.37,1.38,3.97,3.97,3.52
12M 2018,58.31,144.18,28.44,174.05,6.26,5.64,2.53,2.47,3.01,2.82,1.45,1.34,4.3,4.3,2.76
12M 2019,62.22,146.56,29.43,179.35,5.87,5.68,2.49,2.51,2.76,2.79,1.31,1.3,3.59,3.59,3.53
12M 2020,66.35,153.23,28.54,152.03,5.5,4.93,2.38,2.12,3.21,3.33,1.32,1.24,3.28,3.28,2.89
12M 2021,44.41,93.14,49.49,,8.22,6.64,3.92,3.35,2.77,2.7,1.22,0.88,8.45,8.45,1.3
12M 2022,62.01,139.9,64.46,137.45,5.89,4.49,2.61,2.3,1.19,0.88,0.61,0.47,2.94,2.94,1.82
12M 2023,87.77,195.48,59.02,224.23,4.16,3.69,1.87,1.81,0.86,0.87,0.46,0.46,2.54,2.54,1.94
12M 2024,79.25,90.0,39.88,169.25,4.61,3.05,4.06,2.86,1.99,1.66,0.52,0.33,5.74,5.74,1.28
