Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.38 B,272.81,7.00,0.14,,3.18%,5.98%,28.07%,4.51
12M 2014,0.38 B,91.73,17.44,0.12,,1.20%,1.99%,3.26%,1.43
12M 2015,0.38 B,-9.93,-149.04,0.15,,-0.12%,-0.20%,1.97%,0.93
12M 2016,0.38 B,793.41,2.99,0.25,,9.98%,14.08%,8.32%,4.47
12M 2017,0.38 B,438.48,7.80,0.31,,5.54%,8.12%,10.80%,11.06
12M 2018,0.38 B,658.61,5.92,0.30,498.83 B,7.37%,11.08%,18.15%,13.98
12M 2019,0.38 B,450.69,8.54,0.32,291.66 B,5.66%,7.43%,8.67%,8.68
12M 2020,0.38 B,1053.47,4.46,0.38,632.45 B,11.82%,15.04%,20.15%,109.28
12M 2021,0.38 B,2173.62,5.80,0.91,"1,078.48 B",19.94%,25.17%,32.58%,185.33
12M 2022,0.38 B,1490.39,6.69,0.62,762.11 B,11.54%,13.80%,18.43%,58.43
12M 2023,0.38 B,892.77,9.18,0.61,438.33 B,6.61%,7.95%,8.94%,48.21
12M 2024,0.38 B,858.42,9.29,0.56,418.20 B,5.96%,7.03%,7.92%,26.92
