Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.75,0.79,0.45,1.88,0.0,0.0,0.36,0.24,0.86
12M 2014,2.2,0.95,0.27,1.66,0.0,0.0,0.19,0.16,0.65
12M 2015,2.53,1.05,0.25,1.61,0.0,0.0,0.15,0.16,0.59
12M 2016,2.95,1.36,0.14,1.41,0.0,0.0,0.08,0.1,0.41
12M 2017,2.56,1.11,0.15,1.46,0.0,0.0,0.08,0.1,0.43
12M 2018,2.65,1.07,0.19,1.5,0.0,0.0,0.0,0.13,0.45
12M 2019,4.11,1.58,0.04,1.31,0.0,0.0,-0.03,0.03,0.26
12M 2020,4.9,2.91,0.01,1.27,0.0,0.0,-0.31,0.01,0.23
12M 2021,4.93,2.79,0.01,1.26,0.0,0.0,-0.34,0.01,0.22
12M 2022,6.53,3.4,0.01,1.2,0.0,0.0,-0.31,0.01,0.16
12M 2023,6.92,3.41,0.01,1.2,0.0,0.0,-0.3,0.01,0.16
12M 2024,7.68,4.41,0.01,1.18,0.0,0.0,-0.4,0.0,0.14
