Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.86,0.4,2.79,6.98,0.95,0.14,2.57,0.4,5.98
12M 2014,0.86,0.43,2.27,5.46,0.0,0.0,2.12,0.42,4.46
12M 2015,4.99,4.26,0.2,1.3,0.0,0.0,-0.29,0.15,0.3
12M 2016,3.01,1.68,0.24,1.3,0.0,0.0,0.2,0.18,0.3
12M 2017,1.79,0.96,0.45,1.49,0.0,0.0,0.37,0.3,0.49
12M 2018,1.7,0.87,0.42,1.5,0.0,0.0,0.36,0.28,0.5
12M 2019,4.79,2.44,0.59,1.7,0.0,0.0,0.59,0.35,0.7
12M 2020,4.62,2.05,0.99,2.1,0.0,0.0,0.99,0.47,1.1
12M 2021,5.92,3.71,1.11,2.24,0.0,0.0,1.1,0.5,1.24
12M 2022,4.77,3.51,1.24,2.35,0.0,0.0,1.23,0.53,1.35
12M 2023,2.07,1.59,1.39,2.79,0.0,0.0,1.37,0.5,1.79
12M 2024,2.36,1.61,1.54,3.01,0.0,0.0,1.53,0.51,2.01
