Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.12,0.34,2.76,4.27,0.0,0.0,2.74,0.65,3.27
12M 2013,1.43,0.59,0.83,2.27,0.0,0.0,0.76,0.36,1.27
12M 2014,1.36,0.46,0.91,2.34,0.0,0.0,0.83,0.39,1.34
12M 2015,1.29,0.4,0.91,2.13,0.0,0.0,0.9,0.43,1.13
12M 2016,1.16,0.29,1.12,2.28,0.0,0.0,1.11,0.49,1.28
12M 2017,1.51,0.45,0.92,2.21,0.0,0.0,0.86,0.42,1.21
12M 2018,1.41,0.38,1.06,2.23,0.0,0.0,0.98,0.48,1.23
12M 2019,1.39,0.43,0.89,2.07,0.0,0.0,0.82,0.43,1.07
12M 2020,1.44,0.47,0.69,1.82,0.0,0.0,0.68,0.38,0.82
12M 2021,1.6,0.43,0.6,1.87,0.0,0.0,0.59,0.32,0.87
12M 2022,1.69,0.5,0.59,1.79,0.0,0.0,0.58,0.33,0.79
12M 2023,2.03,0.56,0.51,1.73,0.0,0.0,0.47,0.3,0.73
12M 2024,3.26,1.08,0.46,1.64,0.0,0.0,0.36,0.28,0.64
