Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,11.4,,21.44,,4.64,,1.48,7.64,7.64,1.53
12M 2009,33.71,20.81,31.33,23.19,10.83,11.03,17.54,13.16,4.24,4.4,1.29,1.28,4.53,4.53,1.98
12M 2010,27.57,22.42,30.47,19.52,13.24,16.06,16.28,18.32,4.72,4.9,1.42,1.54,6.03,6.03,1.83
12M 2011,25.38,21.67,29.45,17.6,14.38,11.55,16.84,15.25,6.91,6.98,1.79,1.57,3.87,3.87,2.37
12M 2012,31.61,27.01,34.71,23.91,11.55,12.61,13.51,10.76,7.41,7.3,1.64,1.57,4.59,4.59,2.22
12M 2013,29.09,26.3,34.2,21.19,12.55,14.64,13.88,13.18,7.48,6.9,1.69,1.54,5.86,5.86,1.99
12M 2014,31.6,31.92,38.91,24.61,11.55,11.86,11.44,10.45,6.52,6.77,1.45,1.43,9.46,9.46,1.56
12M 2015,31.4,38.31,40.84,28.87,11.62,12.45,9.53,8.96,6.02,5.79,1.31,1.2,6.77,6.77,1.8
12M 2016,32.35,32.43,38.71,26.07,11.28,11.47,11.25,17.82,5.58,5.99,1.12,1.15,4.51,4.51,2.26
12M 2017,32.86,26.55,38.4,21.01,11.11,10.21,13.75,11.34,7.51,7.55,1.3,1.24,3.56,3.56,2.43
12M 2018,35.33,27.3,43.94,18.69,10.33,8.73,13.37,12.36,9.07,8.7,1.46,1.33,5.25,5.25,1.97
12M 2019,37.64,27.75,36.16,29.23,9.7,12.51,13.15,12.26,7.6,7.76,1.29,1.37,7.3,7.3,2.03
12M 2020,30.74,28.89,24.88,34.75,11.87,16.5,12.64,13.43,5.9,6.0,1.04,1.02,5.76,5.76,2.03
12M 2021,22.84,19.13,23.04,18.93,15.98,10.68,19.08,19.85,11.59,12.34,1.48,1.31,3.34,3.34,2.71
12M 2022,23.75,16.83,24.42,16.16,15.37,10.88,21.68,18.63,22.89,22.86,1.67,1.37,2.62,2.62,3.26
12M 2023,37.4,22.07,28.94,30.53,9.76,13.41,16.53,14.07,14.62,14.51,0.97,1.08,2.38,2.38,4.35
12M 2024,30.06,20.64,27.58,23.12,12.14,13.15,17.69,17.92,13.37,13.01,1.01,0.98,2.07,2.07,4.48
