Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.53,1.42,0.05,1.6,0.0,0.0,-0.31,0.03,0.6
12M 2009,1.98,1.79,0.09,1.52,0.0,0.0,-0.45,0.06,0.52
12M 2010,1.83,1.62,0.09,1.51,0.0,0.0,-0.32,0.06,0.51
12M 2011,2.37,2.13,0.0,1.46,0.0,0.0,-0.57,0.0,0.46
12M 2012,2.22,1.87,0.01,1.49,0.0,0.0,-0.45,0.01,0.49
12M 2013,1.99,1.67,0.0,1.44,0.0,0.0,-0.3,0.0,0.44
12M 2014,1.56,1.15,0.02,1.45,0.0,0.0,-0.23,0.01,0.45
12M 2015,1.8,1.39,0.0,1.41,0.0,0.0,-0.32,0.0,0.41
12M 2016,2.26,2.0,0.0,1.33,0.0,0.0,-0.36,0.0,0.33
12M 2017,2.43,2.1,0.0,1.42,0.0,0.0,-0.39,0.0,0.42
12M 2018,1.97,1.69,0.0,1.48,0.0,0.0,-0.38,0.0,0.49
12M 2019,2.03,1.59,0.01,1.36,0.0,0.0,-0.17,0.01,0.36
12M 2020,2.03,1.74,0.09,1.36,0.0,0.0,-0.18,0.06,0.37
12M 2021,2.71,2.54,0.06,1.38,0.0,0.0,-0.51,0.05,0.38
12M 2022,3.26,3.09,0.03,1.35,0.0,0.0,-0.71,0.02,0.35
12M 2023,4.35,4.02,0.03,1.22,0.0,0.0,-0.45,0.03,0.22
12M 2024,4.48,4.21,0.04,1.25,0.0,0.0,-0.47,0.03,0.25
