Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,0.19,0.19,2.46,6.77,0.0,0.0,2.45,0.36,5.77
12M 2013,0.26,0.26,1.31,5.69,0.0,0.0,1.29,0.23,4.69
12M 2014,0.24,0.24,1.09,7.73,0.0,0.0,1.09,0.14,6.73
12M 2015,0.17,0.17,2.76,25.77,0.0,0.0,2.72,0.11,24.77
12M 2016,0.17,0.17,-1.4,-19.31,-0.0,0.0,-1.37,0.07,-20.31
12M 2017,0.21,0.21,-0.5,-7.66,-0.0,0.0,-0.49,0.07,-8.66
12M 2018,0.15,0.15,-0.22,-3.77,-0.0,0.0,-0.21,0.06,-4.77
12M 2019,0.05,0.05,-0.12,-1.29,-0.0,0.0,-0.12,0.09,-2.29
12M 2020,0.04,0.04,-0.1,-0.99,-0.0,0.0,-0.1,0.11,-1.99
12M 2021,0.07,0.07,-0.06,-0.76,-0.0,0.0,-0.02,0.08,-1.76
12M 2022,0.03,0.03,-0.0,-0.49,-0.0,0.0,-0.0,0.01,-1.49
