Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,-0.42,,0.19
12M 2013,254.96,,51.68,,1.43,1.21,,,0.28,0.26,0.23,0.21,-0.38,-0.38,0.26
12M 2014,528.86,,64.94,,0.69,0.72,,,0.15,0.16,0.12,0.13,-0.21,-0.21,0.24
12M 2015,905.18,,75.11,,0.4,0.43,,,0.08,0.07,0.06,0.06,-0.08,-0.08,0.17
12M 2016,818.99,,100.94,,0.45,0.46,,,0.08,0.09,0.06,0.07,-0.08,-0.08,0.17
12M 2017,1626.0,,137.03,,0.22,0.22,,,0.05,0.05,0.04,0.04,-0.05,-0.05,0.21
12M 2018,1345.58,,130.93,,0.27,0.25,,,0.06,0.06,0.05,0.04,-0.05,-0.05,0.15
12M 2019,882.27,,145.07,,0.41,0.46,,,0.06,0.06,0.04,0.05,-0.03,-0.03,0.05
12M 2020,190.68,,119.53,,1.91,1.64,,,0.11,0.12,0.1,0.11,-0.06,-0.06,0.04
12M 2021,189.64,,99.38,,1.92,1.55,,,0.16,0.17,0.14,0.15,-0.07,-0.07,0.07
12M 2022,131.05,,93.38,,2.79,3.28,,,0.24,0.26,0.21,0.23,-0.08,-0.08,0.03
