Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.00 B,400415.76,0.00,0.00,,7.72%,25.12%,38.24%,18.56
12M 2016,26.36 B,24.08,23.05,3.10,,4.62%,8.57%,17.85%,21.48
12M 2017,26.36 B,37.95,10.75,1.51,,6.70%,13.67%,18.78%,3.31
12M 2018,26.36 B,41.86,8.98,1.24,"2,038.35 B",7.25%,14.00%,21.68%,4.97
12M 2019,26.36 B,30.58,9.94,1.07,"1,602.50 B",4.99%,9.91%,14.27%,4.13
12M 2020,26.36 B,-162.64,-1.68,3.27,"(1,031.64 B)",-49.92%,490.48%,-28.62%,-2.13
12M 2021,26.36 B,-73.72,-1.55,2.18,(698.80 B),-28.24%,69.94%,134.49%,-1.73
12M 2022,26.36 B,25.64,3.71,1.21,(3.95 B),11.33%,-32.13%,21.57%,-0.79
12M 2023,54.56 B,0.12,416.67,1.83,(197.65 B),0.14%,-0.95%,-96.04%,-2.47
12M 2024,54.56 B,-18.28,-0.88,0.44,29.58 B,-27.56%,64.02%,-16.43%,-0.85
