Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,0.41,0.39,0.57,3.26,0.0,0.0,0.5,0.18,2.26
12M 2016,1.71,1.66,0.45,1.85,0.0,0.0,-0.11,0.24,0.85
12M 2017,1.52,1.41,0.68,2.04,0.0,0.0,0.54,0.33,1.04
12M 2018,1.4,1.09,0.69,1.93,0.0,0.0,0.53,0.36,0.93
12M 2019,1.62,1.36,0.99,1.99,0.0,0.0,0.93,0.5,0.99
12M 2020,0.55,0.42,-8.79,-9.83,-0.0,0.0,-8.52,0.9,-10.83
12M 2021,0.44,0.37,-2.11,-2.48,-0.0,0.0,-2.08,0.85,-3.48
12M 2022,0.34,0.29,-2.03,-2.84,-0.0,0.0,-1.91,0.71,-3.84
12M 2023,0.63,0.54,-5.06,-6.73,-0.0,0.0,-4.88,0.75,-7.73
12M 2024,0.53,0.45,-2.29,-2.32,-0.0,0.0,-2.15,0.98,-3.32
